Address,Price,Property Type,Bedrooms,Bathrooms,Size
"Rowallan Road, London, SW6","£700,000",Apartment,2.0,1.0,672 sq ft
"Corsair House, 
5 Starboard Way, E16","£700,000",Flat,3.0,2.0,"1,253 sq ft"
"Aberdeen Court, Maida Vale, W9","£700,000",Flat,2.0,2.0,806 sq ft
"Kensington Mall, London, W8","£700,000",Flat,1.0,1.0,Ask agent
"Long Lane, London, N3","£700,000",Terraced,4.0,2.0,"1,750 sq ft"
"Mayford Road, London, SW12","£700,000",Apartment,2.0,1.0,750 sq ft
"London, E16","£700,000",Flat,2.0,2.0,Ask agent
"Eton Place, Belsize Park, Hampstead, London, NW3","£700,000",Apartment,2.0,1.0,748 sq ft
"Robin Grove, Brentford, TW8","£700,000",Semi-Detached,3.0,2.0,"1,364 sq ft"
"Embassy Court, Woodford Road, South Woodford, LondonE18 2EE","£695,000",Apartment,2.0,1.0,Ask agent
"Priory Crescent, Upper Norwood, London, SE19","£700,000",Terraced,3.0,2.0,944 sq ft
"Grove Park Road, Chiswick","£700,000",Flat,2.0,2.0,Ask agent
"Church Road,  London, SE19","£700,000",Flat,3.0,1.0,Ask agent
"Crockerton Road, Upper Tooting","£700,000",Flat,2.0,1.0,Ask agent
"Minster Road, London","£700,000",Flat,3.0,1.0,990 sq ft
Horizons Tower 1 Yabsley Street E14,"£700,000",Flat,3.0,2.0,Ask agent
"The Stage Shoreditch,
London,
EC2A","£700,000",Studio,,1.0,463 sq ft
"Bondway, Parry Street, Nine Elms, London, SW8","£700,000",Apartment,1.0,1.0,Ask agent
"Tower Hamlets Road, London, E7","£700,000",House,4.0,2.0,Ask agent
"Elystan Place, Chelsea, London, SW3","£700,000",Flat,1.0,1.0,400 sq ft
"Gascony Avenue, West Hampstead","£700,000",Flat,3.0,1.0,Ask agent
"Shelley Avenue, London, E12","£700,000",Terraced,4.0,1.0,Ask agent
"Deronda Road, London, SE24","£700,000",Apartment,2.0,1.0,"1,108 sq ft"
"Manhattan Loft Apartment, International Way, Stratford, London, E20","£700,000",Flat,2.0,2.0,732 sq ft
"Lavey House, 10 Belgrave Road, Greater London, HA0","£700,000",Flat,3.0,2.0,"1,130 sq ft"
"Belgrave Road, Westminster","£700,000",Flat,2.0,1.0,Ask agent
"Prince of Wales Rd, Kentish Town","£700,000",Flat,2.0,1.0,Ask agent
East Ferry Road London E14,"£700,000",Apartment,2.0,2.0,Ask agent
"Robson Road, West Dulwich, London, SE27","£700,000",Semi-Detached,3.0,1.0,934 sq ft
"Bondway, Vauxhall","£700,000",Flat,1.0,1.0,Ask agent
Very Spacious Two Bedroom Apartment in Putney Wharf Riverside Development,"£700,000",Flat,2.0,2.0,Ask agent
"Hall Road, Isleworth, TW7","£700,000",Terraced,4.0,2.0,Ask agent
"Thompson Avenue, Richmond, Surrey","£700,000",Terraced,2.0,1.0,723 sq ft
"The Brackens, Enfield, EN1","£700,000",Semi-Detached,4.0,1.0,Ask agent
"Ladbroke Grove, Kensington, W10","£700,000",Apartment,2.0,1.0,678 sq ft
"Peters Court, Porchester Road, London, W2","£700,000",Flat,2.0,1.0,789 sq ft
"Lindsay Square, Pimlico, London, SW1V","£700,000",Flat,1.0,1.0,607 sq ft
"Corson House, London City Island, Canary Wharf, E14","£700,000",Flat,2.0,2.0,Ask agent
"Dock Street, London, E1","£700,000",Apartment,2.0,1.0,Ask agent
"Marmion Road, London, SW11","£700,000",Apartment,2.0,1.0,Ask agent
"Tamworth Street, London, SW6","£700,000",Flat,2.0,1.0,725 sq ft
"Croft Gardens, Hanwell","£700,000",Flat,3.0,2.0,Ask agent
"Milton Road, London","£700,000",House,3.0,1.0,870 sq ft
"One Thames Quay, Canary Wharf, E14","£700,000",Apartment,1.0,1.0,Ask agent
"Kilmartin Avenue, LONDON","£700,000",Terraced,5.0,3.0,Ask agent
"Oakhurst Grove, East Dulwich","£700,000",Flat,2.0,2.0,Ask agent
"Chaldon Road, Fulham","£700,000",Flat,2.0,2.0,Ask agent
"Westbourne Terrace Road, Little Venice, London, W2","£700,000",Flat,1.0,1.0,514 sq ft
"Pelton Road, London","£700,000",Terraced,2.0,1.0,Ask agent
"Kings Gardens, West Hampstead","£700,000",Flat,2.0,1.0,Ask agent
"Georgia Road, Thornton Heath","£700,000",Terraced,6.0,2.0,Ask agent
"Fawley Road, London, NW6","£700,000",Flat,1.0,1.0,934 sq ft
"Rose Gardens, London","£700,000",End of Terrace,3.0,1.0,Ask agent
"Stretton Mansions, Glaisher Street, Deptford, London, SE8","£700,000",Apartment,3.0,2.0,"1,200 sq ft"
"Gateside Road, London, SW17","£700,000",Apartment,3.0,2.0,Ask agent
"Hoxton Square, Hoxton","£700,000",Apartment,2.0,2.0,707 sq ft
"The Water Gardens, Hyde Park","£700,000",Apartment,2.0,2.0,943 sq ft
"Nevada Street, Greenwich","£700,000",Apartment,2.0,1.0,Ask agent
"Plaza Gardens, Putney, London, SW15","£700,000",Flat,2.0,2.0,688 sq ft
"Plimsoll Building, 1 Handyside Street, London, N1C","£700,000",Flat,1.0,1.0,526 sq ft
"Sinclair Road, Shepherds Bush","£700,000",Flat,2.0,1.0,Ask agent
The Heron 5 Moor Lane London,"£700,000",Apartment,1.0,1.0,Ask agent
Plot 17J The London Mews,"£700,000",Apartment,3.0,2.0,Ask agent
"Cotswold Gardens, Cricklewood","£700,000",House,3.0,1.0,Ask agent
"Hornton Street, Kensington","£700,000",Flat,1.0,1.0,Ask agent
"Clement Avenue, London, SW4","£700,000",Flat,2.0,1.0,Ask agent
"Dunston Road, Battersea, London, SW11","£700,000",Terraced,4.0,3.0,"1,052 sq ft"
"Avonmore Gardens, West Kensington, London, W14","£700,000",Flat,2.0,1.0,745 sq ft
"Cureton Street, Westminster","£700,000",Flat,2.0,1.0,Ask agent
"Enterprise Way, 
Wandsworth, SW18","£700,000",Flat,2.0,2.0,840 sq ft
"Westland Place, Islington, N1","£700,000",Apartment,2.0,1.0,Ask agent
"Woodfield Road, W5","£700,000",Flat,2.0,2.0,"1,055 sq ft"
"Fulham Palace Road, London","£700,000",Flat,2.0,2.0,814 sq ft
"Perry Rise, Forest Hill","£700,000",End of Terrace,3.0,1.0,Ask agent
"Globe View, High Timber Street, EC4V","£700,000",Apartment,2.0,2.0,703 sq ft
"Belsize Avenue, London, N13","£700,000",Terraced,5.0,3.0,Ask agent
"Columbia Gardens, London","£700,000",Flat,1.0,1.0,Ask agent
"Lock Chase, London, SE3","£700,000",Maisonette,3.0,,978 sq ft
"Basin Approach, Limehouse, London, E14","£700,000",Flat,2.0,2.0,"1,086 sq ft"
"Northcote Road, London, SW11","£700,000",Flat,2.0,1.0,853 sq ft
"Park Drive, Canary Wharf, E14","£700,000",Studio,,1.0,662 sq ft
"Sarsfeld Road, London, SW12","£700,000",Maisonette,3.0,1.0,Ask agent
"Unit 2 Kamal Court, Wembley, HA9","£700,000",Apartment,3.0,2.0,958 sq ft
"Porteus Place, London, SW4","£700,000",Apartment,2.0,2.0,"1,477 sq ft"
"Bravington Road, Maida Vale, W9","£700,000",Flat,2.0,,Ask agent
"Coleridge Gardens, Chelsea, London, SW10","£700,000",Flat,1.0,1.0,523 sq ft
"Colindeep Lane, London","£700,000",Semi-Detached,5.0,2.0,Ask agent
"Crown Square, Tower Bridge","£700,000",Flat,1.0,1.0,Ask agent
"Rose Gardens, Ealing, London, W5 4JX","£700,000",End of Terrace,3.0,1.0,Ask agent
"Wandsworth Bridge Road, Fulham","£700,000",Flat,2.0,1.0,Ask agent
"Hampton Tower, Marsh Wall, Canary Wharf, E14","£700,000",Apartment,1.0,1.0,Ask agent
"Hawthorne Crescent, London","£700,000",Flat,2.0,2.0,Ask agent
"Forest Gate, Forest Gate, London, E7","£700,000",Terraced,4.0,2.0,"1,070 sq ft"
"Commodore House, Battersea Reach, Battersea, London, SW18","£700,000",Flat,2.0,2.0,692 sq ft
"Temple Fortune Lane, Hampstead Garden Suburb, NW11","£695,000",Flat,3.0,3.0,Ask agent
"Grosvenor Road, Turnham Green, London, W4","£700,000",Flat,3.0,2.0,947 sq ft
"Hoxton Square, Islington, London, N1","£700,000",Apartment,1.0,1.0,944 sq ft
Cheviot Road West Norwood,"£700,000",Detached,3.0,2.0,Ask agent
"Marshall Street, London, Greater London, W1F 9BE","£700,000",Apartment,1.0,1.0,456 sq ft
"Brock Street, Euston, London, NW1","£700,000",Flat,1.0,1.0,596 sq ft
"Damac Tower, 67 Bondway, London, SW8","£700,000",Apartment,1.0,1.0,598 sq ft
"Codling Close, London, Greater London, E1W","£700,000",Apartment,2.0,1.0,842-860 sq ft
"Hampton Tower, Canary Wharf, London, E14","£700,000",Flat,1.0,1.0,645 sq ft
"Regent Place, Wimbledon","£700,000",House,3.0,1.0,Ask agent
"Tressillian Road, Brockley, SE4","£700,000",Apartment,3.0,1.0,Ask agent
"Gloucester Avenue, Primrose Hill, London, NW1","£700,000",Flat,2.0,1.0,696 sq ft
"Clerkenwell Road, London, EC1M","£700,000",Flat,2.0,2.0,Ask agent
"Datchet Road, London","£700,000",Terraced,4.0,2.0,Ask agent
"Mentmore Terrace, London Fields","£700,000",Flat,2.0,2.0,Ask agent
"Pound Lane, Willesden Green, London, NW10","£700,000",Flat,3.0,2.0,"1,006 sq ft"
"Sturgess Avenue, Hendon, NW4","£700,000",Terraced,4.0,2.0,"1,313 sq ft"
"Avon Road, Brockley","£700,000",Flat,2.0,1.0,Ask agent
"New Union Square, London, SW11","£700,000",Flat,1.0,1.0,656 sq ft
"Clarendon Drive, Putney","£700,000",Flat,2.0,1.0,Ask agent
"Trinity Road, London, SW17","£700,000",Apartment,2.0,2.0,Ask agent
"Queenstown Road, Battersea","£699,999",Flat,2.0,2.0,Ask agent
"Apple Grove, St Margarets","£699,999",Maisonette,2.0,1.0,Ask agent
"Egerton Road, Twickenham","£699,999",Terraced,3.0,2.0,Ask agent
"Warwick Road, SW5","£699,999",Flat,1.0,1.0,635 sq ft
"Rainham Road, Kensal Rise","£699,999",Detached,1.0,1.0,Ask agent
"Apple Grove, Enfield, Greater London","£699,999",Semi-Detached,3.0,1.0,Ask agent
"Queenstown Road, London, SW11","£699,999",Apartment,2.0,2.0,940 sq ft
"Sittingbourne Avenue, London, EN1","£699,999",Terraced,4.0,3.0,Ask agent
"Rydston Close, Holloway","£699,999",House,3.0,1.0,Ask agent
"Lady Margaret Road, Kentish Town, London, NW5","£699,999",Flat,2.0,1.0,605 sq ft
"Chiltern Court, Baker Street","£699,999",Flat,2.0,2.0,Ask agent
"Caledonian Road, Holloway","£699,999",Maisonette,2.0,1.0,Ask agent
"Cedars Road, London","£699,999",Terraced,2.0,1.0,914 sq ft
"Stonard Road, London, N13","£699,995",Terraced,3.0,1.0,Ask agent
"Plumstead Common Road, Plumstead","£699,995",Terraced,4.0,2.0,Ask agent
"Moore House,  Gatliff Road, SW1W","£699,995",Apartment,1.0,1.0,527 sq ft
"Catalina House, Canter Way, E1","£699,995",Apartment,1.0,1.0,Ask agent
"Loxwood Road, N17","£699,995",Terraced,3.0,2.0,"1,061 sq ft"
"Manor Farm Drive, Chingford, London. E4 6HH","£699,995",End of Terrace,4.0,2.0,Ask agent
"Martello Street, London Fields, London, E8","£699,995",Flat,1.0,1.0,664 sq ft
"Roosevelt Tower, Williamsburg Plaza, Canary Wharf, E14","£699,995",Apartment,2.0,2.0,Ask agent
"Catalina House, 4, Canter Way, Aldgate","£699,995",Flat,1.0,1.0,Ask agent
"Long Lane, London","£699,995",Apartment,2.0,2.0,825 sq ft
"Millers Green Close, Enfield","£699,995",Detached,3.0,2.0,Ask agent
"Oakwood Crescent, Southgate","£699,995",House,4.0,1.0,Ask agent
"Clapham Common North Side, London, SW4","£699,990",Apartment,2.0,1.0,569 sq ft
"Kennington Road, London","£699,950",Apartment,2.0,2.0,Ask agent
"Carlyle Court, Chelsea Harbour","£699,950",Flat,2.0,2.0,"1,012 sq ft"
"Neville Road, Ealing, W5","£699,950",Terraced,2.0,1.0,Ask agent
"Northfield Road, West Ealing","£699,950",Terraced,2.0,2.0,Ask agent
"Latimer Road, Teddington","£699,950",Terraced,2.0,1.0,Ask agent
"Burrows Road, London, NW10","£699,950",Apartment,2.0,1.0,Ask agent
"Glasbrook Avenue, Twickenham","£699,950",House,4.0,3.0,Ask agent
"Richmond Gardens, London","£699,950",Semi-Detached,3.0,1.0,"1,137 sq ft"
"Lee Terrace, Blackheath, London, SE3","£699,950",Apartment,3.0,2.0,Ask agent
"Brent Park Road, London","£699,950",End of Terrace,3.0,1.0,883 sq ft
"Camberwell Grove, Camberwell, SE5","£699,950",Apartment,2.0,1.0,Ask agent
"Chatsworth Road, London, NW2","£699,950",Flat,2.0,2.0,980 sq ft
"Bradley Gardens, West Ealing","£699,950",Flat,2.0,1.0,Ask agent
"Ampton Street, London, WC1X","£699,950",Apartment,2.0,1.0,797 sq ft
"Mawson Close, Wimbledon Chase, SW20 9PA","£699,950",Terraced,4.0,1.0,Ask agent
"Peninsula Gardens, Greenwich Peninsula, London, SE10","£699,950",Flat,2.0,2.0,777 sq ft
"Dolphin House, Smugglers Way, London, SW18","£699,950",Flat,2.0,2.0,958 sq ft
"White Lodge Close, Isleworth","£699,950",House,4.0,4.0,Ask agent
"Beard Road, Kingston Upon Thames","£699,950",Town House,3.0,2.0,Ask agent
"Gloucester Terrace, Hyde Park","£699,950",Flat,2.0,2.0,Ask agent
"Townmead Road, London, SW6","£699,950",Apartment,3.0,2.0,904 sq ft
"Lee Terrace, London","£699,950",Apartment,3.0,2.0,Ask agent
"Boaters Avenue, Brentford","£699,950",Flat,3.0,2.0,"1,207 sq ft"
"Field Lane, Teddington","£699,950",End of Terrace,2.0,2.0,Ask agent
"Upper Richmond Road, Putney, SW15","£699,950",Flat,2.0,2.0,Ask agent
"Rossmore Court, Park Road","£699,950",Apartment,1.0,2.0,592 sq ft
"Yewfield Road, London NW10","£699,950",Terraced,4.0,3.0,Ask agent
"Hammersmith Grove, Hammersmith","£699,950",Flat,2.0,1.0,Ask agent
"Ceramic Building, 87B Newington Causeway, London, Surrey, SE1","£699,950",Apartment,2.0,2.0,829 sq ft
"Westmount Road, SE9","£699,950",Terraced,4.0,1.0,Ask agent
"Park Road, London, NW1","£699,950",Flat,1.0,1.0,595 sq ft
"Powder Mill Lane, Twickenham, TW2","£699,950",Semi-Detached,5.0,1.0,Ask agent
"Sinclair Road, London, W14","£699,950",Apartment,3.0,2.0,Ask agent
"Hillfield Road, London, NW6","£699,950",Apartment,2.0,1.0,695 sq ft
"Swaffield Road, SW18","£699,950",Flat,2.0,1.0,Ask agent
"Hambalt Road, Clapham","£699,950",Maisonette,2.0,1.0,Ask agent
"Lakeside Road, Brook Green","£699,950",Flat,3.0,2.0,Ask agent
"Oakmead Road, SW12","£699,950",Maisonette,3.0,1.0,853 sq ft
"Swaffield Road, Earlsfield","£699,950",Flat,2.0,1.0,Ask agent
"Coles Green Road, London, NW2","£699,950",Terraced,3.0,1.0,Ask agent
"Brook Road, Twickenham, TW1","£699,950",End of Terrace,2.0,1.0,752 sq ft
"Balnacraig Avenue, London, NW10","£699,950",House,5.0,2.0,"1,444 sq ft"
"Apple Grove, London, EN1","£699,950",Semi-Detached,3.0,1.0,Ask agent
"Chapter Road, London, NW2","£699,950",Terraced,3.0,2.0,Ask agent
"Brunswick Close, Twickenham","£699,950",Flat,3.0,2.0,Ask agent
"Oakhampton Road, Mill Hill, London","£699,950",Semi-Detached,3.0,1.0,"1,155 sq ft"
"Field Lane, Teddington","£699,950",Terraced,2.0,2.0,Ask agent
"Hillfield Road, West Hampstead","£699,950",Flat,2.0,1.0,Ask agent
"Agate Road, London, W6","£699,950",Apartment,2.0,1.0,Ask agent
"Robson Avenue, Willesden, NW10","£699,950",Semi-Detached,4.0,2.0,"1,550 sq ft"
"Randolph Avenue, London","£699,950",Apartment,2.0,2.0,Ask agent
"Southgate Road, London, N1","£699,500",Apartment,2.0,1.0,756 sq ft
"Agar House, Orchard Place, E14","£699,000",Apartment,2.0,2.0,Ask agent
"Flotilla House, Battersea Reach SW18","£699,000",Flat,2.0,2.0,868 sq ft
"90 Monier Road,
Fish Island
Hackney,
E32ND","£699,000",House,2.0,,Ask developer
"Randall Avenue, London, NW2","£699,000",Semi-Detached,3.0,2.0,Ask agent
"Grand Regent Tower, Bethnal Green, E2","£699,000",Flat,3.0,3.0,"1,054 sq ft"
"Craneford Close, Twickenham","£699,000",End of Terrace,3.0,1.0,Ask agent
"Catalina House, London, E1","£699,000",Flat,1.0,1.0,Ask agent
"Hackney Rd, London","£699,000",Flat,1.0,1.0,621 sq ft
"Southwark Bridge Road, 
Borough, SE1","£699,000",Flat,1.0,1.0,537 sq ft
"Southwark Bridge Road, Southwark","£699,000",Flat,1.0,1.0,Ask agent
"Avonmore Road, Kensington, W14","£699,000",Apartment,1.0,1.0,506 sq ft
"Maryland Road, N22","£699,000",End of Terrace,3.0,2.0,Ask agent
"Cairnfield Avenue, London, NW2","£699,000",End of Terrace,3.0,1.0,Ask agent
"St. Johns Wood Road, London, NW8","£699,000",Apartment,1.0,1.0,531 sq ft
"Chelsea Riverview, Chelsea, SW6","£699,000",Apartment,1.0,1.0,560 sq ft
"Sylvan Road, Wanstead","£699,000",Semi-Detached,2.0,1.0,Ask agent
"Glynfield Road, Roundwood Park","£699,000",House,5.0,2.0,Ask agent
"Atlas, 145 City Road, London","£699,000",Apartment,1.0,1.0,555 sq ft
"Chelsea Botanica, Watermeadow Lane, Chelsea Waterside, SW6","£699,000",Apartment,1.0,1.0,621 sq ft
"Edith Grove, Chelsea, London","£699,000",Flat,2.0,1.0,538 sq ft
"St. George Wharf, London, SW8","£699,000",Apartment,,1.0,466 sq ft
"Peninsula Apartments, London, W2","£699,000",Flat,1.0,1.0,520 sq ft
"Fordwych Road, Cricklewood","£699,000",Flat,4.0,2.0,Ask agent
"Moyser Road, Furzedown, SW16","£699,000",Terraced,3.0,2.0,"1,257 sq ft"
"Gladstone Park Gardens, London, NW2","£699,000",Semi-Detached,3.0,2.0,Ask agent
"Southfield Road, London","£699,000",Maisonette,2.0,1.0,Ask agent
"Ferraro House, 149 Walworth Road, London, SE17","£698,000",Flat,2.0,2.0,789 sq ft
"Kingfisher Heights, Bramwell Way, Pontoon Dock, London, E16 2GQ","£698,000",Flat,3.0,,Ask agent
"Marsh Wall, London, E14","£698,000",Apartment,1.0,1.0,582 sq ft
"Perilla House, Aldgate, E1","£698,000",Apartment,,1.0,517 sq ft
"Nassington Road, London","£698,000",Flat,1.0,1.0,631 sq ft
"The Auria, Portobello Road, Notting Hill, London, W10","£697,500",Apartment,1.0,1.0,555 sq ft
"Lismore Boulevard, London, NW9","£697,000",Apartment,3.0,2.0,974 sq ft
"The Auria, Portobello Road, Notting Hill, London, W10","£695,000",Apartment,1.0,1.0,538 sq ft
"Bastwick Street, London, EC1V","£695,000",Apartment,2.0,2.0,758 sq ft
"THE WATER GARDENS, London, W2","£695,000",Flat,2.0,1.0,Ask agent
"Clevedon Road, Twickenham, TW1","£695,000",Flat,1.0,1.0,612 sq ft
"Colville Road, Notting Hill","£695,000",Flat,1.0,1.0,Ask agent
"Great Titchfield Street, Fitzrovia, London","£695,000",Flat,1.0,1.0,530 sq ft
"Mapleton Crescent, Wandsworth","£695,000",Flat,3.0,2.0,Ask agent
"Chepstow Road, London, W2","£695,000",Flat,1.0,1.0,575 sq ft
"Neville Court, 
Abbey Road, NW8","£695,000",Flat,1.0,1.0,615 sq ft
"Wynyatt Street, London, EC1V","£695,000",Apartment,4.0,2.0,920 sq ft
"Drapers Yard, Wandsworth Town, London, SW18","£695,000",Flat,2.0,1.0,877 sq ft
"Longfield Avenue, London, W5","£695,000",Apartment,2.0,2.0,797 sq ft
"Westminster Drive, London, N13","£695,000",Semi-Detached,3.0,1.0,"1,196 sq ft"
"New Trinity Road, East Finchley, London","£695,000",Town House,4.0,2.0,"1,032 sq ft"
"Amelia House, London City Island, London, E14","£695,000",Apartment,2.0,2.0,Ask agent
"Curtain Road, EC2A","£695,000",Apartment,2.0,2.0,"1,020 sq ft"
"Kew Road, Kew, Surrey, TW9","£695,000",Apartment,2.0,1.0,893 sq ft
"Clifton Mansions, 
Park Avenue, NW2","£695,000",Flat,2.0,2.0,651 sq ft
"The Auria, Portobello Road, Notting Hill, W10","£695,000",Flat,1.0,1.0,560 sq ft
"Munster Road, Fulham","£695,000",Flat,2.0,1.0,Ask agent
"Richmond Road, London, E8","£695,000",Apartment,2.0,1.0,Ask agent
"Upper Tollington Park, London","£695,000",Flat,2.0,1.0,Ask agent
"Royal Arsenal Riverside, 
London, 
SE18","£695,000",Apartment,2.0,2.0,841 sq ft
"Middle Yard, Dollis Hill, NW10","£695,000",Duplex,3.0,2.0,"1,023 sq ft"
"Lismore, Woodside, London, SW19","£695,000",Maisonette,2.0,1.0,810 sq ft
"The Atlas, 145 City Road, London, EC1V","£695,000",Apartment,1.0,1.0,581 sq ft
"Horsell Road, Highbury, London, N5","£695,000",Apartment,2.0,1.0,802 sq ft
"Maida Vale, London W9","£695,000",Apartment,3.0,1.0,863 sq ft
"Ash Grove, Palmers Green N13","£695,000",End of Terrace,3.0,1.0,"1,041 sq ft"
"Courtfield Gardens, Earls Court","£695,000",Flat,1.0,1.0,Ask agent
"Aspinall Road, Brockley","£695,000",Flat,3.0,2.0,Ask agent
"Aylmer Road, East Finchley, N2","£695,000",Bungalow,2.0,1.0,711 sq ft
"Kings Avenue, London, W5","£695,000",Apartment,3.0,1.0,"1,041 sq ft"
"Berens Road, London, NW10","£695,000",Apartment,2.0,2.0,"1,046 sq ft"
"Rodney Road, Elephant & Castle, London, SE17","£700,000",Flat,2.0,2.0,773 sq ft
"Grosvenor Waterside, Gatliff Road, London, SW1W","£695,000",Flat,1.0,1.0,541 sq ft
"Vineyard Hill Road, London, SW19","£695,000",Flat,2.0,2.0,927 sq ft
"Cumberland Court, Great Cumberland Place","£695,000",Apartment,2.0,1.0,585 sq ft
"Riverlight Three, Riverlight Quay, London, SW11","£695,000",Apartment,1.0,1.0,Ask agent
"London,  London, EC3N","£695,000",Apartment,,1.0,Ask agent
"Blackfriars Road, London, SE1","£695,000",Apartment,1.0,1.0,565 sq ft
"West Carriage House, Royal Carriage Mews, Royal Arsenal SE18","£695,000",Apartment,3.0,2.0,969 sq ft
City North Place Finsbury Park N4,"£695,000",Flat,2.0,2.0,Ask agent
"Gloucester Street, SW1V","£695,000",Flat,2.0,1.0,534 sq ft
"Rope Street, London, SE16 7","£695,000",Penthouse,3.0,2.0,Ask agent
"Blenheim Road, Raynes Park","£695,000",Semi-Detached,2.0,2.0,958 sq ft
"High Road Leyton, London, E10","£695,000",Penthouse,4.0,4.0,"1,595 sq ft"
"Colville Road, Westbourne Grove, London, W11","£695,000",Flat,1.0,1.0,476 sq ft
"Fernside Avenue, London","£695,000",Semi-Detached,3.0,1.0,Ask agent
"Albert Palace Mansions, SW11 4DH","£695,000",Flat,2.0,1.0,Ask agent
Queensway London W2,"£695,000",Apartment,2.0,1.0,Ask agent
"Great Guildford Street, London, SE1","£695,000",Apartment,2.0,2.0,753 sq ft
"Denmark Road, Twickenham","£695,000",End of Terrace,2.0,2.0,Ask agent
"Friars Lane, Richmond, TW9","£695,000",Apartment,1.0,1.0,Ask agent
"Ambassador Building, Embassy Gardens, Nine Elms","£695,000",Apartment,1.0,1.0,558 sq ft
"Ferncliff Road, Dalston","£695,000",Semi-Detached,3.0,1.0,Ask agent
"Taybridge Road, Clapham, London, SW11","£695,000",Flat,2.0,2.0,743 sq ft
"St James's Gardens, London, W11","£695,000",Apartment,1.0,1.0,511 sq ft
"CUMBERLAND COURT, GREAT CUMBERLAND PLACE, London, W1H","£695,000",Flat,2.0,1.0,585 sq ft
"The Delamarre, Brent Cross Town, NW2","£695,000",Apartment,2.0,2.0,753 sq ft
"Osborn Apartments, 30 Osborn Street, London, E1","£695,000",Apartment,2.0,2.0,775 sq ft
"Seymour Street, London, W1H","£695,000",Apartment,1.0,1.0,447 sq ft
"Falconbrook Gardens, 17 Silvertown Way, London, E16","£695,000",Apartment,3.0,2.0,"1,100 sq ft"
"Malta Street, Clerkenwell","£695,000",Flat,3.0,1.0,Ask agent
"Lucas House, Kings Chelsea, SW10","£695,000",Apartment,1.0,1.0,614 sq ft
"Holland Gardens, Brentford, TW8","£695,000",Flat,3.0,2.0,"1,200 sq ft"
"Rotherhithe Street, Rotherhithe","£695,000",Flat,2.0,1.0,829 sq ft
"Justice Apartments, Aylward Street, London","£695,000",Apartment,2.0,1.0,721 sq ft
"Osborn Street, Shoreditch","£695,000",Flat,2.0,2.0,Ask agent
"Barandon Walk, London, W11","£695,000",Maisonette,3.0,2.0,Ask agent
"Southwark Bridge Road, Southwark","£695,000",Flat,1.0,1.0,Ask agent
"Sky Gardens, 155 Wandsworth Road, London, SW8","£695,000",Apartment,2.0,2.0,731 sq ft
"Althorpe Mews, SW11","£695,000",Maisonette,3.0,1.0,879 sq ft
"Fulham Palace Road, London, SW6","£695,000",Flat,2.0,1.0,740 sq ft
"Galesbury Road, London, SW18","£695,000",Flat,3.0,2.0,"1,100 sq ft"
"Hillview Gardens,
Hendon,
NW4 2JR","£695,000",Apartment,2.0,2.0,858 sq ft
City Road London EC1V,"£695,000",Apartment,1.0,1.0,Ask agent
"The Bramblings, Highams Park","£695,000",Semi-Detached,3.0,1.0,900 sq ft
"Balham High Road, London, SW17","£695,000",Apartment,2.0,2.0,770 sq ft
"Highbury Stadium Square, Highbury, London, N5","£695,000",Apartment,2.0,2.0,720 sq ft
"Redcliffe Gardens, Chelsea, London, SW10","£695,000",Flat,2.0,1.0,947 sq ft
"The Tower, 1 St. George Wharf, London, SW8","£695,000",Apartment,1.0,1.0,612 sq ft
"Building 45, Woolwich Riverside, London, SE18","£695,000",Penthouse,2.0,2.0,"1,097 sq ft"
"Trinity Road, SW17","£695,000",Apartment,2.0,2.0,615 sq ft
"Coptic Street, London, WC1A","£695,000",Apartment,1.0,1.0,437 sq ft
"Wood Lane,
White City,
London,
W12 7RQ","£695,000",Flat,1.0,,Ask developer
"171 BLACKFRIARS ROAD, London Bridge, London, SE1","£695,000",Flat,1.0,1.0,730 sq ft
"Bennett Park, Blackheath, London, SE3","£695,000",Apartment,2.0,2.0,Ask agent
"Grosvenor Waterside, Gatliff Road, London, SW1W","£695,000",Flat,1.0,1.0,525 sq ft
"Stamford Square, London, SW15","£695,000",Apartment,2.0,2.0,Ask agent
"Coopers Lodge, 4 Three Oak Lane, London","£695,000",Flat,2.0,2.0,Ask agent
"Pollards Hill South, Norbury, SW16","£695,000",House,4.0,2.0,"1,449 sq ft"
"John Adam Street, Strand WC2","£695,000",Flat,1.0,1.0,463 sq ft
"St John's Wood High Street, London NW8","£695,000",Flat,2.0,1.0,668 sq ft
"Queenstown Road, London, SW8","£695,000",Flat,3.0,1.0,832 sq ft
"Chronicle Tower, City Road, London, EC1V","£695,000",Apartment,1.0,1.0,Ask agent
"Hillview Gardens,
Hendon,
NW4 2JR","£695,000",Apartment,2.0,2.0,954 sq ft
"Edith Grove, Chelsea","£695,000",Flat,2.0,2.0,709 sq ft
"Colville Road, London, W11","£695,000",Apartment,1.0,1.0,505 sq ft
"Elgin Avenue, Maida Vale, London, W9","£695,000",Apartment,2.0,1.0,762 sq ft
"Manhattan Building, Bow, E3","£695,000",Flat,2.0,1.0,850 sq ft
"International Way, London, E20","£695,000",Apartment,2.0,2.0,Ask agent
"Parkhurst Mews, 
Krupa Court, N7","£695,000",Mews,2.0,2.0,797 sq ft
"87 Newington Causeway, London, SE1","£695,000",Apartment,2.0,1.0,Ask agent
"Legacy Tower, Great Eastern Road, London, E15","£695,000",Apartment,2.0,2.0,Ask agent
