Address,Price,Property Type,Bedrooms,Bathrooms,Size
"Winterburn Close, Friern Barnet","£315,000",Flat,1.0,1.0,Ask agent
"Bloomfield Road, London","£315,000",Apartment,2.0,1.0,Ask agent
"Sylvan Hill, London, SE19","£315,000",Flat,2.0,1.0,Ask agent
"Cork House, Wimbledon, SW19","£315,000",Apartment,1.0,1.0,Ask agent
"Samuelson Place, Isleworth, TW7","£315,000",Apartment,1.0,1.0,556 sq ft
"Goldsmith Road, Peckham","£315,000",Flat,1.0,1.0,Ask agent
"Anlaby Road, Teddington","£315,000",Apartment,1.0,1.0,Ask agent
"Flat 41 Redwing Court, 25 Catkin Road, London, NW9","£301,875",Flat,1.0,1.0,Ask agent
"Russell Court, Bloomsbury, London, WC1H","£315,000",Flat,1.0,1.0,395 sq ft
"84 Winchelsea Road, London, NW10","£315,000",Apartment,2.0,2.0,Ask agent
"Hopgood Tower, Pegler Square, London, SE3","£315,000",Flat,1.0,1.0,Ask agent
"Bow Connection, Fairfield Road, Bow, E3","£315,000",Apartment,1.0,1.0,510 sq ft
"Marlborough Road, Chingford","£315,000",Flat,2.0,1.0,619 sq ft
"Baltimore Wharf, London, E14","£315,000",Studio,,,Ask agent
"Warple Way, London, W3","£315,000",Apartment,1.0,1.0,Ask agent
"Hydefield Court, London, N9","£314,999",Ground Flat,2.0,,Ask agent
"Ambleside Road, London","£314,950",Flat,2.0,1.0,Ask agent
"Harrington Road, Croydon","£314,000",Terraced,3.0,1.0,Ask agent
"Woodside Road, Wood Green, London, N22","£312,500",Semi-Detached,3.0,,Ask agent
"Fairbourne Road, London, Clapham, SW4","£312,500",Flat,2.0,,Ask agent
"Holmesdale Road, London","£312,500",Flat,2.0,1.0,Ask agent
"Hermon Hill, Wanstead","£311,000",Flat,1.0,1.0,Ask agent
"Partridge Close, Canning Town","£310,000",Semi-Detached,1.0,1.0,495 sq ft
"Chingford Mount Road, London, E4","£310,000",Flat,3.0,,Ask agent
"Eltham Road, Lee","£310,000",Apartment,2.0,1.0,Ask agent
"Aegean Apartments, 19 Western Gateway, Royal Victoria Docks, ExCel, London, E16 1AR","£310,000",Flat,1.0,1.0,Ask agent
"Wheatsheaf Close, E14","£310,000",Apartment,1.0,1.0,Ask agent
"Cliff Road, London, ., NW1 9AP","£310,000",Flat,1.0,1.0,Ask agent
"Chestnut Grove, London","£310,000",Flat,2.0,1.0,Ask agent
"Acton Lane, Ealing","£310,000",House,1.0,1.0,575 sq ft
"Elystan Place, London, SW3","£310,000",Apartment,,1.0,250 sq ft
"Biggerstaff Rod, Stratford, E15 2LG","£310,000",Flat,1.0,1.0,Ask agent
"Parkgate Road, SW11","£310,000",Flat,,1.0,305 sq ft
"Longfellow Way, Bermondsey, London, SE1","£310,000",Flat,1.0,1.0,396 sq ft
"Flat E, 29 St Julians Road, London, NW6 7LB","£310,000",,,,Ask agent
"Old Farm Road, Strawberry Vale, London, N2","£310,000",Apartment,2.0,1.0,Ask agent
"Commercial Road, Limehouse","£310,000",Flat,1.0,1.0,Ask agent
"Penton Rise, King's Cross","£310,000",Flat,1.0,1.0,Ask agent
"Derby Road, EN3 4AW","£310,000",Flat,2.0,1.0,Ask agent
"John William Close, New Cross","£310,000",Flat,2.0,1.0,517 sq ft
"Varcoe Road, London, SE16","£310,000",Flat,1.0,1.0,Ask agent
"Hayward Gardens, Putney, SW15","£310,000",Apartment,1.0,1.0,Ask agent
"Centre Heights, Finchley Road,  NW3, NW3","£310,000",Flat,2.0,1.0,772 sq ft
"Royal Crest Avenue, Newham,
London, 
E16 2AX","£310,000",Flat,3.0,,Ask developer
"Bethwin road, Camberwell, London, SE5","£310,000",Flat,1.0,1.0,642 sq ft
"Durnsford Road, London, SW19","£310,000",Apartment,1.0,1.0,470 sq ft
"Holmesdale Road, London","£310,000",Flat,3.0,1.0,678 sq ft
"Lordship Lane, East Dulwich, SE22","£310,000",Apartment,1.0,1.0,548 sq ft
"Burke Close, Barnes, London, SW15","£310,000",Flat,1.0,1.0,517 sq ft
"Varcoe Road, London, SE16","£310,000",Flat,1.0,1.0,409 sq ft
"Malvern Road, London","£310,000",Apartment,1.0,1.0,Ask agent
"Adriatic Apartments, Excel, London","£310,000",Apartment,1.0,1.0,Ask agent
"Kent House Road, London, SE26","£310,000",Flat,2.0,1.0,Ask agent
"Telegraph Place, 
Millwall, E14","£310,000",Flat,1.0,1.0,417 sq ft
"London Road, London, EN2","£310,000",Flat,1.0,,Ask agent
"Brownell Place, London, W7","£310,000",Flat,1.0,1.0,Ask agent
"St Helens Road, Norbury, London, SW16","£310,000",Flat,2.0,1.0,664 sq ft
"137 Finchley Road, London, NW3 6JG","£310,000",Maisonette,2.0,1.0,Ask agent
"Victoria Way, Charlton, SE7","£310,000",Apartment,1.0,1.0,Ask agent
"Block H, Peabody Estate, Rosendale Road, Herne Hill, SE24","£310,000",Flat,1.0,1.0,411 sq ft
"Coldharbour Lane, London, SE5","£310,000",Flat,1.0,1.0,530 sq ft
"147 Barrier Point Road, Canning Town, London, E16 2SE","£310,000",Flat,2.0,,Ask agent
"Windsor Road, London","£310,000",Flat,2.0,1.0,657 sq ft
"Manor Park, London, E12","£310,000",Apartment,2.0,2.0,Ask agent
"Wards Wharf Approach, Pontoon Dock, E16","£310,000",Apartment,1.0,1.0,549 sq ft
"Lanadron Close, Isleworth","£310,000",Apartment,2.0,2.0,Ask agent
"Heritage Avenue, Beaufort Park, NW9","£310,000",Apartment,1.0,1.0,576 sq ft
"Gladbeck Way, Enfield, Middlesex, EN2","£310,000",Apartment,2.0,1.0,Ask agent
"Baythorne House, 6 Turner Street, London, E16","£310,000",Apartment,1.0,1.0,Ask agent
"Pippin House, Apple Tree Road, N17","£310,000",Apartment,1.0,1.0,420 sq ft
"London Road, Enfield","£310,000",Apartment,1.0,1.0,Ask agent
"Apple Tree Road, London, Haringey, N17","£310,000",Apartment,1.0,1.0,Ask agent
"London Road, Enfield, Middlesex, EN2","£310,000",Apartment,1.0,1.0,Ask agent
"Ariane House, London, N17","£310,000",Apartment,1.0,1.0,419 sq ft
"East India Dock Road, London, E14","£310,000",Apartment,2.0,2.0,Ask agent
"Elystan Place, London, SW3","£310,000",Flat,,1.0,261 sq ft
"Eldon Park, South Norwood, SE25","£310,000",Apartment,1.0,1.0,565 sq ft
"Clapham Road, London, SW9","£310,000",Flat,1.0,1.0,Ask agent
"East Tenter Street, London, E1","£310,000",Apartment,1.0,1.0,281 sq ft
"Sutherland Drive, London, ., SW19 2UJ","£310,000",Maisonette,2.0,1.0,Ask agent
"Ermine Side, EN1","£310,000",Maisonette,3.0,1.0,878 sq ft
"Langstone Way, Mill Hill East NW7","£310,000",Apartment,1.0,1.0,621 sq ft
"19 Farthing Court, 33 Langstone Way, Mill Hill, London, NW7 1GQ","£310,000",Flat,1.0,1.0,Ask agent
"Alaska Apartments, 22 Western Gateway, London","£310,000",Apartment,1.0,1.0,566 sq ft
"Chingford Avenue, Chingford E4","£310,000",Apartment,2.0,1.0,779 sq ft
"The Silkworks, Osier Way, London, E10","£310,000",Apartment,1.0,,429 sq ft
"Salcombe Road, Walthamstow, E17","£310,000",Flat,1.0,1.0,Ask agent
"Morley Road, London, SE13","£310,000",Maisonette,1.0,1.0,452 sq ft
"Worcester Close, Anerley, SE20","£310,000",Flat,1.0,1.0,Ask agent
"Adriatic Apartments, Royal Victoria Dock E16","£310,000",Apartment,1.0,1.0,426 sq ft
"Gillian Street, London, SE13","£310,000",Flat,2.0,1.0,Ask agent
"Montague Square, Peckham, London, SE15","£310,000",Flat,1.0,1.0,528 sq ft
"Flat 3, Queensland Terrace, 9 Queensland Road, London, N7 7FH","£310,000",Apartment,1.0,1.0,Ask agent
"Dominion Court, London Road, Hounslow, TW3","£310,000",Flat,1.0,1.0,Ask agent
"Larden Road, London, W3","£310,000",Apartment,1.0,1.0,Ask agent
"Ermine Side, Enfield, EN1","£310,000",Flat,3.0,2.0,Ask agent
"Golders Green Road, Golders Green, NW11","£310,000",Flat,2.0,1.0,635 sq ft
"Jedburgh Road, London, E13","£310,000",Apartment,1.0,1.0,Ask agent
"Storey House, Poplar, London, E14","£310,000",Maisonette,2.0,1.0,737 sq ft
"Euler Court, Bow","£310,000",Apartment,1.0,1.0,527 sq ft
"Strasburg Road, London","£310,000",Flat,1.0,1.0,Ask agent
"Telegraph Place, Isle Of Dogs, London, E14","£310,000",Flat,1.0,1.0,437 sq ft
"Joseph Hardcastle Close, London","£310,000",Flat,2.0,1.0,Ask agent
"Engleheart Road, Catford","£310,000",Flat,2.0,1.0,Ask agent
"Charcot Road, Pulse, Colindale, NW9","£310,000",Apartment,1.0,1.0,455 sq ft
"Pippin House, Apple Tree Road, N17","£310,000",Ground Flat,1.0,1.0,416 sq ft
"Capital East Apartments, 21 Western Gateway, Royal Victoria Docks, London, E16 1AS","£310,000",Flat,1.0,1.0,Ask agent
"Gladbeck Way, Enfield, Middlesex, EN2","£310,000",Apartment,2.0,1.0,Ask agent
"Rutland Walk, London, SE6","£310,000",Maisonette,2.0,1.0,Ask agent
"Scottwell Drive, London, NW9","£309,950",Flat,2.0,1.0,Ask agent
"Ainsley Close, London, N9","£309,950",Ground Flat,2.0,1.0,652 sq ft
"Garrick Close, W5","£309,950",Apartment,1.0,1.0,529 sq ft
"227-255 Ilderton Road,
London,
SE15 1NS","£308,700",Apartment,1.0,,Ask developer
"Eversley House, London, Greater London, SW4","£308,000",Flat,1.0,,Ask agent
"First Avenue, Enfield, EN1","£308,000",Flat,2.0,1.0,Ask agent
"Kingston Road, Wimbledon Chase, SW20 8JS","£308,000",Flat,1.0,1.0,Ask agent
"Apple Tree Road, London, N17","£307,500",Flat,1.0,1.0,Ask agent
"Bishops View Court, 24a Church Crescent, London, N10","£307,500",Retirement Property,1.0,1.0,Ask agent
"The Oxygen Apartments, Royal Victria Dock, E16","£305,000",Apartment,1.0,1.0,470 sq ft
"Woburn Place, Bloomsbury","£305,000",Studio,,1.0,Ask agent
"Adriatic Apartments, Royal Victoria, E16","£305,000",Apartment,1.0,1.0,533 sq ft
"Ardley Close, London, NW10","£305,000",Ground Maisonette,2.0,1.0,Ask agent
"Singapore Road, London","£305,000",,1.0,1.0,485 sq ft
"Kenninghall Road, London, E5","£305,000",Flat,1.0,1.0,506 sq ft
"Pan Peninsula Square, Canary Wharf, London, E14","£305,000",Flat,,1.0,301 sq ft
"Ruckholt Road, London","£305,000",,1.0,1.0,Ask agent
"Elite House, 15 St. Annes Street, London, E14","£305,000",Flat,1.0,1.0,495 sq ft
"Master Gunner Place, LONDON","£305,000",Apartment,2.0,1.0,Ask agent
"1 Kennard Street, London, E16","£305,000",Flat,1.0,1.0,Ask agent
"Amazon Apartments, New River Village, Hornsey, N8","£305,000",Apartment,1.0,1.0,Ask agent
"The Grove, Ealing, W5","£305,000",Flat,1.0,1.0,418 sq ft
Ontario Tower,"£305,000",Apartment,1.0,1.0,388 sq ft
"Selbourne Avenue, Hounslow","£305,000",Flat,1.0,1.0,Ask agent
"Errol Court, White Hart Lane, London, N17","£305,000",Apartment,1.0,1.0,538 sq ft
"Whitlock Drive, London, SW19","£305,000",Apartment,2.0,1.0,Ask agent
"Rowland Road, London, N17","£305,000",Flat,1.0,1.0,Ask agent
"Ainsworth Court, 14 Plough Close, Kensal Green NW10","£305,000",Apartment,1.0,1.0,Ask agent
"Wapping High St, Wapping, London, E1W","£305,000",Studio,,1.0,358 sq ft
"Wilson Court, Allenby Road, SE28 0AL","£305,000",Apartment,2.0,1.0,614 sq ft
"Annabel Close, London, E14","£325,000",Flat,1.0,1.0,Ask agent
"Baltimore Wharf, Canary Wharf, London, E14","£328,000",Flat,,1.0,388 sq ft
"Baltimore Wharf, Canary Wharf, E14 9FS","£327,500",Studio,,1.0,381 sq ft
"140 Wales Farm Road,
Acton,
London,
W3 6UG","£326,250",Flat,1.0,1.0,53 sq ft
"Mayow Road, London","£325,000",Flat,1.0,1.0,Ask agent
"Weatherley Close, Bow, London, E3","£325,000",Flat,1.0,1.0,547 sq ft
"Queens Grove Road, North Chingford","£325,000",Maisonette,2.0,1.0,661 sq ft
"Fondant Court, Taylor Place, Bow, E3","£325,000",Apartment,2.0,1.0,670 sq ft
"Kingswood Court, Hither Green, London, SE13","£325,000",Flat,1.0,1.0,Ask agent
"Garner Road, Walthamstow","£325,000",Apartment,2.0,1.0,Ask agent
"Tudway Road, Kidbrooke","£325,000",Flat,1.0,1.0,Ask agent
"Devonshire Road, Colliers Wood","£325,000",Apartment,1.0,1.0,Ask agent
"Blake Apartments, New River Village, Hornsey, N8","£325,000",Apartment,1.0,1.0,560 sq ft
"Chamberlayne Road, Kensal Rise, London","£325,000",Flat,,1.0,407 sq ft
"Vale Crescent, London","£325,000",Maisonette,1.0,1.0,Ask agent
"Regent Close, North Finchley N12","£325,000",Detached Bungalow,1.0,1.0,529 sq ft
"Holloway Road, Islington, London, N7","£325,000",Apartment,1.0,1.0,Ask agent
"Thurlow Close, Highams Park","£325,000",Apartment,2.0,1.0,571 sq ft
"Wilberforce Road, Hendon, London, NW9","£325,000",Flat,2.0,1.0,580 sq ft
"Honeypot Close, Kingsbury, London, NW9","£325,000",Apartment,2.0,1.0,Ask agent
"Spa Road, London","£325,000",Studio,,1.0,Ask agent
"Wellington Way, London","£325,000",Flat,2.0,1.0,Ask agent
"Park Avenue, NW2, Willesden Green, London, NW2","£325,000",Flat,1.0,1.0,326 sq ft
"Leigham Court Road, London","£325,000",Ground Flat,2.0,1.0,Ask agent
"Taylor Place, E3, Bow, London, E3","£325,000",Flat,1.0,1.0,468 sq ft
"Blake Apartments, New River Village, Hornsey, N8","£325,000",Apartment,1.0,1.0,Ask agent
"Wadham Road, London, SW15","£325,000",Apartment,1.0,1.0,Ask agent
"Fishers Lane, London, W4","£325,000",Flat,1.0,1.0,494 sq ft
"Cecilia Road, Hackney","£325,000",Flat,1.0,1.0,Ask agent
"Land At Heber Road, London, Greater London, SE22","£325,000",Plot,,,Ask agent
"Friern Park, London","£325,000",Flat,1.0,1.0,Ask agent
"Orlop Street, London, SE10 9AB","£325,000",Flat,1.0,1.0,553 sq ft
"Cannon Hill Lane, London, SW20","£325,000",Maisonette,1.0,1.0,Ask agent
"Shrubbery Road, Streatham","£325,000",Apartment,2.0,1.0,Ask agent
"Southampton Way, London, SE5","£325,000",Apartment,1.0,1.0,603 sq ft
"Stafford Road, Forest Gate, London, E7","£325,000",Flat,2.0,1.0,50 sq ft
"Glendall Street, Clapham, London, SW9","£325,000",Flat,,1.0,Ask agent
"Queens Grove Road, London","£325,000",Maisonette,2.0,1.0,Ask agent
"Babington Road, Streatham","£325,000",Flat,1.0,1.0,Ask agent
"Redfern Avenue, Whitton, Hounslow, TW4","£325,000",Maisonette,2.0,1.0,Ask agent
"Longley Road, London, SW17","£325,000",Flat,1.0,1.0,Ask agent
"Rivulet Apartments, Devan Grove, N4","£325,000",Apartment,,1.0,Ask agent
"Manchester Court, Canning Town, London, E16","£325,000",Flat,2.0,1.0,576 sq ft
"Ferry Lane, 
Brentford, TW8","£325,000",Flat,1.0,1.0,Ask agent
"Bressay Drive, London","£325,000",Flat,2.0,1.0,Ask agent
"Upper Richmond Road West, East Sheen, SW14","£325,000",Flat,1.0,1.0,Ask agent
"Norbury Crescent, London, SW16","£325,000",Apartment,1.0,1.0,455 sq ft
"Haigh Apartments, 1a Rippolson Road, London, SE18","£325,000",Apartment,2.0,2.0,658 sq ft
"Trinity Gardens, London, E16","£325,000",Apartment,2.0,1.0,Ask agent
"Crown Close, Winkfield Road, London, N22","£325,000",Apartment,1.0,1.0,522 sq ft
"Jubilee Close, Harlesden","£325,000",Flat,1.0,1.0,Ask agent
"Marc Court, London N15","£325,000",Studio,,1.0,419 sq ft
"Derrick Gardens, London","£325,000",Flat,2.0,1.0,Ask agent
"Snaresbrook House, Woodford Road, Snaresbrook, E18","£325,000",Flat,2.0,1.0,775 sq ft
"Manor Way, London, SE3","£325,000",Flat,1.0,1.0,383 sq ft
"Atlantis Avenue, E16, Gallions Reach, LONDON, E16","£325,000",Flat,1.0,1.0,591 sq ft
"Bromley Road, London","£325,000",Apartment,2.0,1.0,Ask agent
"Point West, 116 Cromwell Road, London, SW7","£325,000",Flat,,1.0,323 sq ft
"Townsend Street, Walworth","£325,000",Flat,1.0,1.0,Ask agent
"Worple Road, Old Isleworth TW7","£325,000",Maisonette,2.0,1.0,Ask agent
"Cunningham Road, South Tottenham","£325,000",Flat,1.0,1.0,Ask agent
"Pages Hill, Muswell Hill","£325,000",Flat,1.0,1.0,Ask agent
"New Village Avenue, Poplar, London, E14","£325,000",Flat,1.0,1.0,546 sq ft
"Perth Close, LONDON","£325,000",Ground Flat,2.0,1.0,Ask agent
"Hillsborough Court, Mortimer Crescent, London, NW6","£325,000",Apartment,1.0,1.0,375 sq ft
"Priory Close, London","£325,000",Apartment,2.0,1.0,Ask agent
"Stewarts Road, London","£325,000",Flat,1.0,1.0,Ask agent
"Baldock Street, E3, Bow, London, E3","£325,000",Flat,1.0,1.0,462 sq ft
"Appleby Court, Adenmore Road, London, SE6 4EJ","£325,000",Flat,1.0,1.0,586 sq ft
"Camelford Court, Lancaster West, W11","£325,000",Flat,,,353 sq ft
"Pendennis Road, London, SW16","£325,000",Apartment,1.0,1.0,Ask agent
"Fortune Gate Road, Harlesden","£325,000",Flat,2.0,1.0,Ask agent
"Woodchester Square, London","£325,000",Apartment,1.0,1.0,Ask agent
"Albert Road, London","£325,000",Flat,1.0,1.0,Ask agent
"Rolfe Terrace, Woolwich","£325,000",Flat,1.0,1.0,Ask agent
"Finchley, London, N3","£325,000",Flat,2.0,1.0,616 sq ft
"Vicarage Road, Leyton","£325,000",Flat,1.0,1.0,Ask agent
"Cornwell House, London, E6","£325,000",Apartment,1.0,1.0,Ask agent
"Farrow Lane, London, SE14","£325,000",Flat,2.0,1.0,Ask agent
"Windward Court, Gallions Road, London, E16","£325,000",Apartment,1.0,1.0,Ask agent
"Richford Road, Stratford, London, E15","£325,000",Flat,1.0,1.0,474 sq ft
"Eardley Road, SW16","£325,000",Flat,1.0,1.0,579 sq ft
"Maestro Apartments, Violet Road, London, E3","£325,000",Apartment,1.0,1.0,Ask agent
"Colmore House, Isleworth, TW7","£325,000",Flat,1.0,1.0,553 sq ft
"Collingwood Close, Twickenham","£325,000",Maisonette,1.0,1.0,Ask agent
"Merlin Heights, London, N17","£325,000",Apartment,1.0,1.0,Ask agent
"Eastern Point, Edgware Road, NW9","£325,000",Flat,1.0,1.0,577 sq ft
"Peckham Rye, Peckham, London","£325,000",Apartment,1.0,1.0,Ask agent
"Dunlin House, Gurnell Grove","£325,000",Detached,2.0,1.0,Ask agent
"Palmers Road, London, E2","£325,000",Studio,,1.0,Ask agent
"Botanic Square, City Island","£325,000",Flat,,1.0,Ask agent
"Comber Grove, London","£325,000",,1.0,1.0,Ask agent
"Newham Way, London, E6","£325,000",Flat,2.0,2.0,Ask agent
"Ranwell Close, Bow","£325,000",Flat,1.0,1.0,502 sq ft
"High Street, Hampton Hill, TW12","£325,000",Flat,1.0,1.0,Ask agent
"Crofton Way, Enfield, EN2","£325,000",Flat,2.0,1.0,650 sq ft
"Archer Road, London, SE25","£325,000",Apartment,1.0,1.0,Ask agent
"Hillsborough Court, Mortimer Crescent, London","£325,000",Apartment,1.0,1.0,368 sq ft
"Mountfield Road, Finchley","£325,000",Flat,1.0,1.0,506 sq ft
"Northfield Avenue, West Ealing","£325,000",Flat,1.0,1.0,Ask agent
"Luma Apartments, Park Royal","£325,000",Apartment,1.0,1.0,Ask agent
"Greyhound Road, Hammersmith","£325,000",Flat,1.0,1.0,Ask agent
"Clayton Street, Oval, London, SE11","£325,000",Flat,1.0,1.0,497 sq ft
"Grahame Park Way, Colindale, London, NW9","£325,000",Flat,1.0,1.0,584 sq ft
"Colney Hatch Lane, London","£325,000",Flat,2.0,1.0,Ask agent
"Beagle Close, Mill Hill","£325,000",Flat,,1.0,Ask agent
"Proton Tower, Blackwall, E14","£325,000",Apartment,1.0,1.0,452 sq ft
"Desvignes Drive, London, SE13","£325,000",Flat,2.0,,Ask agent
"Peckham Rye, London, SE15","£325,000",Flat,1.0,1.0,Ask agent
"Colney Hatch Lane, London, N10","£325,000",Apartment,1.0,1.0,Ask agent
"Oaktree Gardens, London","£325,000",Flat,2.0,2.0,Ask agent
"Ares Court, 
Homer Drive, E14","£325,000",Flat,1.0,1.0,568 sq ft
"Tizzard Grove, Kidbrooke","£325,000",Flat,1.0,1.0,Ask agent
"Banning Street, London","£325,000",Apartment,1.0,1.0,Ask agent
"Mead Place, London","£325,000",Flat,1.0,1.0,Ask agent
"The Avenue, West Ealing","£325,000",Flat,1.0,1.0,Ask agent
"Harrow Road, London, E11 3QE","£325,000",Ground Flat,2.0,1.0,Ask agent
"High Road, London","£325,000",Flat,1.0,1.0,Ask agent
"Watford Way, Mill Hill, London, NW7","£325,000",Maisonette,1.0,1.0,683 sq ft
"Kingston Road, Raynes Park","£325,000",Flat,1.0,1.0,570 sq ft
"Pendant Court, Silvertown, London, E16","£325,000",Studio,,,483 sq ft
"High Road, London","£325,000",Maisonette,1.0,1.0,Ask agent
"Sarsen House, Middle Road, London","£325,000",Apartment,,1.0,Ask agent
"Kohat Road, Wimbledon","£325,000",Flat,1.0,1.0,Ask agent
"The Renovation, 
4 Woolwich Manor Way, E16","£325,000",Flat,2.0,1.0,653 sq ft
"Bow Lane, North Finchley, N12","£325,000",Apartment,1.0,1.0,521 sq ft
"Mill Lane, London","£325,000",Apartment,1.0,1.0,Ask agent
"Kangley Bridge Road, Sydenham, London, SE26","£325,000",Flat,2.0,1.0,629 sq ft
"Charcot Road, Colindale, London, NW9","£325,000",Flat,1.0,1.0,476 sq ft
"Peckham Road, London, SE5","£325,000",Flat,2.0,1.0,585 sq ft
"Lambert House, New Orleans Walk, N19","£325,000",Flat,1.0,1.0,Ask agent
"Elmers End Road, Penge, SE20","£325,000",Flat,1.0,1.0,Ask agent
"Tilson Gardens, London","£325,000",Flat,2.0,1.0,Ask agent
"City Peninsula, Greenwich, London, SE10","£325,000",Flat,1.0,1.0,571 sq ft
"Wordsworth Place, London","£325,000",Flat,,,449 sq ft
"Marmion Avenue, Chingford","£325,000",Flat,1.0,1.0,494 sq ft
"Wyfold Road, London, SW6","£325,000",Flat,1.0,1.0,Ask agent
"Cressy Houses, Hannibal Road, Stepney, London, E1","£325,000",Flat,1.0,1.0,357 sq ft
"Grand Drive, New Malden, London, SW20","£325,000",Flat,2.0,1.0,721 sq ft
"Greyhound Lane, London, SW16","£325,000",Apartment,1.0,1.0,Ask agent
"Alexandra road, Muswell Hill, London, N10","£325,000",Maisonette,3.0,1.0,823 sq ft
"Fajr House, 126 Eltham Road, Eltham, London SE9 5LS","£325,000",Flat,2.0,1.0,694 sq ft
"Sydney Road, Muswell Hill, N10","£325,000",Apartment,2.0,1.0,655 sq ft
"West Drive, London, SW16","£325,000",Flat,2.0,,Ask agent
"Hillside, London, NW10","£325,000",Apartment,1.0,1.0,487 sq ft
"Ruckholt Road, Leyton, London","£325,000",Apartment,1.0,1.0,Ask agent
"Martlesham Walk, London","£325,000",Flat,2.0,1.0,Ask agent
"Kipling Drive, Colliers Wood, London, SW19","£325,000",Flat,1.0,1.0,444 sq ft
"Rosemont Road, London","£325,000",Flat,1.0,1.0,Ask agent
"Dallas Road, London, SE26","£325,000",Maisonette,3.0,1.0,883 sq ft
"Westwood Hill, London","£325,000",Apartment,2.0,2.0,894 sq ft
"Eardley Road, Streatham, London, SW16","£325,000",Flat,2.0,1.0,579 sq ft
"Loampit Hill, London","£325,000",House,2.0,1.0,Ask agent
"Harberson Road, Stratford","£325,000",Flat,3.0,1.0,Ask agent
"Brookview Road, Furzedown, London, SW16","£325,000",Flat,1.0,1.0,Ask agent
"Camdenhurst Street, London, E14","£325,000",Apartment,2.0,1.0,786 sq ft
"Barry Blanford Way, E3, Bow, London, E3","£325,000",Flat,1.0,,547 sq ft
"Deptford High Street,  Deptford, SE8","£325,000",Apartment,1.0,1.0,509 sq ft
"Alpine Road, Cypress Court, NW9","£325,000",Apartment,2.0,1.0,Ask agent
"Iona Tower, Ross Way, E14","£325,000",Apartment,1.0,1.0,549 sq ft
"Queensberry Place, London, E12","£325,000",Apartment,2.0,1.0,Ask agent
"South Lambeth Road, Vauxhall, London, SW8","£325,000",Flat,1.0,1.0,476 sq ft
"Taymount Grange, Taymount Rise, Forest Hill, SE23 3UH","£325,000",Apartment,1.0,1.0,Ask agent
"Pepys Road, West Wimbledon","£325,000",Flat,1.0,1.0,498 sq ft
"Woodford Road, London, E18","£325,000",Apartment,2.0,1.0,803 sq ft
"Sheen Road, Richmond","£325,000",Flat,1.0,1.0,Ask agent
"Cadogan Road, London","£325,000",Apartment,1.0,1.0,Ask agent
"Queens Road, London","£325,000",Flat,2.0,1.0,Ask agent
"Sheen Road, Richmond, TW9","£325,000",Flat,,1.0,465 sq ft
"White City Estate, Shepherds Bush","£325,000",Flat,2.0,1.0,Ask agent
"High Road, Finchley, London, N2","£325,000",Apartment,1.0,1.0,Ask agent
"Friary Estate, London, SE15","£325,000",Flat,2.0,1.0,627 sq ft
"Vartry Road, London","£325,000",Flat,1.0,1.0,Ask agent
"Holmleigh Road Estate, London, N16","£325,000",Apartment,1.0,1.0,501 sq ft
"7 Branch Road, London, London, E14 7JZ","£325,000",Flat,1.0,1.0,Ask agent
"Reigate Road, BROMLEY, Kent, BR1","£325,000",Terraced,2.0,1.0,771 sq ft
"Lampeter Square, Barons Court, London, W6","£325,000",Flat,1.0,1.0,393 sq ft
"Cambridge Gardens, London, W10","£325,000",Apartment,,1.0,Ask agent
"B, Dacre Gardens, Lewisham, SE13","£325,000",Flat,1.0,1.0,Ask agent
"Barking Road, Canning Town, London, E16","£325,000",Flat,1.0,1.0,504 sq ft
"Glenhurst Road, Brentford, TW8","£325,000",Ground Flat,1.0,1.0,Ask agent
"Watson Place, London, SE25","£325,000",Apartment,2.0,1.0,Ask agent
"3 Beaufort Square, London","£325,000",Apartment,1.0,1.0,Ask agent
"Wanborough Drive, Putney","£325,000",Flat,2.0,1.0,Ask agent
"Kingham Close, Earlsfield","£325,000",Flat,1.0,1.0,Ask agent
"Clapham Road, Stockwell","£325,000",Flat,1.0,1.0,Ask agent
"Metro Central Heights, Elephant and Castle, London, SE1","£325,000",Flat,1.0,1.0,443 sq ft
"Rosemont Road, Ealing, London, W3","£325,000",Flat,1.0,1.0,323 sq ft
"Abbey Road, St John's Wood, NW8","£325,000",Flat,1.0,1.0,290 sq ft
"Western Gateway, London, E16","£325,000",Apartment,1.0,1.0,502 sq ft
"Eastbourne Road, London, N15","£325,000",Flat,1.0,1.0,Ask agent
"Cline Road, London","£325,000",Flat,2.0,2.0,Ask agent
"Victoria Road, Acton","£325,000",Flat,1.0,1.0,Ask agent
"Sydenham Road, London, SE26","£325,000",Flat,2.0,1.0,Ask agent
"Parkfield Road, London, SE14","£325,000",Apartment,1.0,1.0,Ask agent
"Oakden Street, London, SE11","£325,000",Apartment,1.0,1.0,454 sq ft
"New Village Avenue, London, E14","£325,000",Apartment,1.0,1.0,Ask agent
"Edwin Street, Canning Town, E16 1YA","£325,000",Flat,1.0,1.0,Ask agent
"Gosterwood Street, London, SE8","£325,000",Apartment,1.0,1.0,564 sq ft
"Fusion Apartments,  Deptford Foundry SE14","£325,000",Apartment,1.0,1.0,Ask agent
"Maidstone Road, London, N11","£320,000",Apartment,1.0,1.0,Ask agent
"Chinbrook Road, LONDON, SE12","£325,000",Apartment,3.0,1.0,Ask agent
"Godfrey Street, Stratford, E15","£325,000",Flat,2.0,1.0,872 sq ft
"Lindsay Court, Battersea High Street, London, SW11","£325,000",Flat,1.0,1.0,498 sq ft
