Address,Price,Property Type,Bedrooms,Bathrooms,Size
"Stable Walk, E1","£922,000",Apartment,2.0,2.0,Ask agent
"Jonathan Street, Kennington","£950,000",Flat,2.0,2.0,829 sq ft
"Harcourt Gardens, South Quay Plaza, E14","£960,000",Apartment,2.0,2.0,869 sq ft
"Smugglers Way, Riverside West","£960,000",Apartment,3.0,3.0,"1,087 sq ft"
"Parkland Views, Muswell Hill, London, N10","£960,000",Apartment,2.0,2.0,Ask agent
"Brantwood Avenue, Isleworth, TW7","£960,000",Semi-Detached,4.0,2.0,Ask agent
"Chelsea Riverview, Chelsea, SW6","£960,000",Apartment,1.0,2.0,710 sq ft
"Sevington Road, Hendon NW4","£960,000",House,4.0,1.0,Ask agent
"Harlech Road, London, N14","£960,000",Semi-Detached,4.0,1.0,Ask agent
"Worple Road, Isleworth, TW7","£960,000",Terraced,4.0,3.0,Ask agent
"Leopold Road, London, SW19","£960,000",Town House,4.0,1.0,Ask agent
"Sun Street, One Crown Place, EC2A","£960,000",Apartment,1.0,1.0,Ask agent
"Sun Street, City Of London, EC2A","£960,000",Apartment,1.0,1.0,625 sq ft
"Manor Fields, London","£960,000",House,3.0,2.0,"1,389 sq ft"
"Montpellier House, Soverign Court, Hammersmith, London, W6","£960,000",Apartment,2.0,2.0,753 sq ft
Chingford Avenue,"£960,000",Semi-Detached,5.0,1.0,Ask agent
"Embassy Gardens, Ponton Road, Nine Elms, Vauxhall, London, SW8","£960,000",Apartment,1.0,1.0,608 sq ft
"1 Viaduct Gardens, London, SW11","£960,000",Apartment,1.0,1.0,608 sq ft
"Leopold Road, Wimbledon, SW19","£960,000",Semi-Detached,4.0,1.0,"1,226 sq ft"
"Maida Vale, London","£959,000",Apartment,2.0,1.0,Ask agent
"Salisbury House, Prince Of Wales Drive, SW11","£958,000",Apartment,2.0,1.0,663 sq ft
"The Aspen, Consort Place, E14","£958,000",Apartment,2.0,2.0,857 sq ft
"The Aspen, Canary Wharf, E14","£958,000",Flat,2.0,2.0,857 sq ft
"Fulham Road, London, SW10","£955,000",Flat,2.0,2.0,667 sq ft
"Forthbridge Road, SW11","£955,000",Apartment,3.0,2.0,Ask agent
"Victory Road, Wanstead","£955,000",Semi-Detached,3.0,2.0,"1,270 sq ft"
"The Claves, Millbrook Park, Mill Hill, London, NW7","£950,000",Penthouse,2.0,1.0,"1,173 sq ft"
"Fulham Road, Chelsea, London","£955,000",Flat,2.0,2.0,702 sq ft
"Mary's Mews Garages, Twickenham, Middlesex, TW1","£951,000",Garages,15.0,10.0,Ask agent
"Malthouse Court, Brentford, TW8","£950,000",Flat,2.0,2.0,"1,146 sq ft"
"Eckstein Road, Battersea, London, SW11","£950,000",Flat,3.0,2.0,Ask agent
"Rosewood Building, Gorsuch Place, E2","£950,000",Apartment,2.0,2.0,874 sq ft
"Kenley Road, London, SW19","£950,000",Semi-Detached,4.0,2.0,Ask agent
"Montague Road, Richmond, TW10","£950,000",Apartment,3.0,2.0,Ask agent
"Landmark Pinnacle, Canary Wharf, E14","£950,000",Flat,2.0,2.0,Ask agent
"Endymion Road, London, SW2","£950,000",Terraced,4.0,1.0,Ask agent
"Marsh Wall, Canary Wharf","£950,000",Flat,2.0,2.0,Ask agent
"Lanson Building, Battersea Park, London, SW11","£950,000",Flat,2.0,2.0,829 sq ft
"Stuart Road, Kensal Rise, London, NW6","£950,000",House,4.0,1.0,"1,337 sq ft"
"Praed Street, LONDON, W2","£950,000",Flat,2.0,2.0,829 sq ft
"Henry Darlot Drive, London, NW7","£950,000",Penthouse,2.0,2.0,Ask agent
"Alderney Street, Pimlico, London, SW1V","£950,000",Flat,2.0,2.0,853 sq ft
"30 Casson Square, 
Borough, SE1","£950,000",Flat,1.0,1.0,548 sq ft
"Finchley Road, London","£950,000",Apartment,3.0,2.0,Ask agent
"Byton Road, Tooting","£950,000",Terraced,4.0,2.0,Ask agent
"Amott Road, London","£950,000",End of Terrace,3.0,1.0,Ask agent
"Primrose Mansions, Prince of Wales Drive, London, SW11","£950,000",Flat,2.0,1.0,689 sq ft
"Exchange Gardens, London, SW8","£950,000",Apartment,2.0,2.0,829 sq ft
"Nickols Walk, Wandsworth, London, SW18","£950,000",Flat,2.0,2.0,"1,300 sq ft"
"Forestdale, London","£950,000",Semi-Detached,5.0,2.0,Ask agent
"Hendon Way, Golders Green, NW2","£950,000",Semi-Detached,5.0,2.0,"2,164 sq ft"
"Brondesbury Road, London, NW6","£950,000",Flat,3.0,1.0,971 sq ft
"Portman Square, Marylebone, London, W1H","£950,000",Apartment,1.0,1.0,678 sq ft
"Quastel House, 32 Long Lane, London, SE1","£950,000",Apartment,2.0,2.0,"1,259 sq ft"
"Caledonian Road, Hillmarton Conservation Area","£950,000",Flat,3.0,2.0,Ask agent
"Gellatly Road, New Cross","£950,000",Terraced,3.0,1.0,Ask agent
"Rush Hill Road, Battersea","£950,000",Flat,3.0,3.0,Ask agent
"Rosebery Road, Clapham","£950,000",Terraced,3.0,1.0,Ask agent
"Berners Street, Fitzrovia, W1","£950,000",Flat,1.0,1.0,750 sq ft
"Hyde Park Square, 
Hyde Park, W2","£950,000",Flat,2.0,2.0,700 sq ft
"Gayville Road, London, SW11","£950,000",Apartment,2.0,2.0,996 sq ft
"South Road, Twickenham, TW2","£950,000",Detached,4.0,3.0,"1,218 sq ft"
"Blackfriars Road, SE1","£950,000",Apartment,1.0,1.0,604 sq ft
"Stapleton Hall Road, London","£950,000",Flat,2.0,2.0,Ask agent
"Allsop Place, Marylebone","£950,000",Flat,2.0,1.0,Ask agent
"Munster Road, 
Munster Village, SW6","£950,000",Flat,3.0,3.0,"1,158 sq ft"
"Varden Street, Whitechapel, E1","£950,000",Flat,4.0,2.0,"1,317 sq ft"
"Bollinder Place, London, EC1V","£950,000",Apartment,2.0,2.0,876 sq ft
"Madeira Tower, 30 Ponton Road, SW11","£950,000",Apartment,2.0,2.0,870 sq ft
"Horace Building, 364 Queenstown Road, London, SW11","£950,000",Apartment,2.0,2.0,823 sq ft
"Upper Brockley Road,  London, SE4","£950,000",Terraced,3.0,1.0,Ask agent
"43 Capstan Square, Isle of Dogs, London, E14","£950,000",End of Terrace,9.0,1.0,Ask agent
"Newton Road, Wimbledon, London, SW19","£950,000",Terraced,3.0,2.0,Ask agent
"Rufford Street, King's Cross","£950,000",House,3.0,3.0,Ask agent
"Carbis Close, North Chingford","£950,000",Detached,4.0,3.0,Ask agent
"Camberley Avenue, London, SW20","£950,000",Semi-Detached,3.0,1.0,Ask agent
"Newark Street, London, E1","£950,000",Terraced,3.0,1.0,"1,300 sq ft"
"Albion Grove, Stoke Newington, N16","£950,000",Flat,2.0,2.0,Ask agent
"Guardhouse Way, London, NW7","£950,000",Semi-Detached,4.0,3.0,Ask agent
"Southdown Drive, Wimbledon, SW20","£950,000",Terraced,3.0,,Ask agent
"Courtfield Road, London, SW7","£950,000",Apartment,1.0,,697 sq ft
"Carlyle Court, 
Chelsea Harbour, SW10","£950,000",Flat,2.0,2.0,"1,178 sq ft"
"One Blackfriars, Blackfriars Road, SE1","£950,000",Apartment,1.0,1.0,Ask agent
"New Crane Wharf, New Crane Place, London, E1W","£950,000",Apartment,2.0,2.0,"1,280 sq ft"
"Jonathan Street, Graphite Street","£950,000",Flat,2.0,2.0,818 sq ft
"Wymering Road, Maida Vale, London, W9","£950,000",Flat,3.0,2.0,874 sq ft
"Mackenzie Road, London, N7","£950,000",Terraced,3.0,1.0,Ask agent
"The Sidings, Acton, W3","£950,000",Apartment,3.0,3.0,Ask agent
"Drayton Road, London, NW10","£950,000",Semi-Detached,3.0,1.0,Ask agent
"West End Avenue, London, E10","£950,000",Terraced,6.0,3.0,Ask agent
"Lord Kensington House, Radnor Terrace, Kensington W14","£950,000",Flat,1.0,1.0,519 sq ft
"Kings Keep, Putney, London, SW15","£950,000",Flat,3.0,2.0,"1,364 sq ft"
"Koa House, Battersea Roof Gardens, London, SW11","£950,000",Flat,1.0,1.0,552 sq ft
"Marchbank Road, West Kensington","£950,000",Terraced,4.0,1.0,Ask agent
"Birkbeck Avenue, London, W3","£950,000",Semi-Detached,3.0,1.0,"1,100 sq ft"
"Portsoken Street, Aldgate","£950,000",Flat,2.0,2.0,Ask agent
"Priory Terrace, South Hampstead, NW6","£950,000",Flat,3.0,2.0,"1,108 sq ft"
"Brunswick Centre, Bloomsbury","£950,000",Flat,2.0,1.0,Ask agent
"Guardhouse Way, Mill Hill East","£950,000",Semi-Detached,4.0,2.0,"1,511 sq ft"
"Elm Park, Chelsea","£950,000",Flat,2.0,1.0,Ask agent
"Chase Road, Southgate","£950,000",Terraced,3.0,3.0,Ask agent
"Cicely Williams Court, London E2","£950,000",Apartment,3.0,2.0,Ask agent
"Falcon Grove, London, SW11","£950,000",End of Terrace,4.0,3.0,"1,600 sq ft"
"Longmoore Street, Pimlico, London, SW1V","£950,000",Duplex,2.0,2.0,865 sq ft
"Bristol Gardens, London, W9","£950,000",Flat,2.0,1.0,832 sq ft
"Heathfield Road, London","£950,000",Semi-Detached,3.0,1.0,Ask agent
"Edgware Road, London, W2","£950,000",Flat,4.0,3.0,914 sq ft
"The City Collection, Shoreditch, N1","£950,000",Apartment,2.0,2.0,828 sq ft
"Marquis House, Beadon Road, London, W6","£950,000",Apartment,2.0,2.0,"1,033 sq ft"
"Pembridge Gardens, London, W2","£950,000",Apartment,1.0,1.0,517 sq ft
"Denbigh Street, Pimlico, London, SW1V","£950,000",Flat,2.0,2.0,685 sq ft
"Holders Hill Road, London, NW4","£950,000",Terraced,4.0,3.0,Ask agent
"Osborne Road, London","£950,000",Semi-Detached,4.0,1.0,Ask agent
"Messaline Avenue, W3","£950,000",Semi-Detached,3.0,2.0,"1,292 sq ft"
"Juniper Drive, London, SW18","£950,000",Apartment,2.0,2.0,Ask agent
"Locksley Street, London, E14","£950,000",Terraced,3.0,3.0,Ask agent
"Seymour Place, Marylebone, W1H","£950,000",Apartment,2.0,2.0,715 sq ft
"15 Portman Square, Marylebone W1H","£950,000",Flat,2.0,1.0,678 sq ft
"Amity Grove, West Wimbledon","£950,000",Semi-Detached,4.0,1.0,"1,246 sq ft"
"Chiltern Court, Baker Street","£950,000",Apartment,2.0,1.0,835 sq ft
Ebury Street London SW1W,"£950,000",Flat,2.0,1.0,Ask agent
"Nevern Square, Earl's Court, SW5","£950,000",Flat,1.0,1.0,722 sq ft
"Compayne Gardens, South Hampstead NW6","£950,000",Flat,2.0,1.0,Ask agent
"Guildhouse Street, Pimlico, London, SW1V","£950,000",Maisonette,4.0,3.0,"1,039 sq ft"
"Salusbury Road, Queens Park, NW6","£950,000",Apartment,3.0,1.0,"1,086 sq ft"
"Vanbrugh Hill, LONDON, SE10","£950,000",Terraced,3.0,2.0,"1,386 sq ft"
"Woodstock Grove, London","£950,000",Flat,3.0,1.0,Ask agent
"Camden Terrace, London, NW1","£950,000",Apartment,2.0,1.0,Ask agent
"The Chandlery, 50 Westminster Bridge Road, Lambeth, SE1","£950,000",Apartment,2.0,2.0,"1,209 sq ft"
"Macfarlane Road, London","£950,000",House,3.0,1.0,"1,324 sq ft"
"Cranley Gardens, London, SW7","£950,000",Flat,1.0,1.0,757 sq ft
"Elystan Place, SW3","£950,000",Flat,2.0,1.0,"1,031 sq ft"
"Piazza Walk, London, E1","£950,000",Flat,1.0,1.0,Ask agent
"Alexandra Road, Muswell Hill, London, N10","£950,000",Detached,5.0,2.0,Ask agent
"Edith Road, Wimbledon","£950,000",House,3.0,2.0,Ask agent
"Faulkner House, London, Hammersmith & Fulham, W6","£950,000",Flat,1.0,1.0,629 sq ft
"Shroton Street, Marylebone","£950,000",Flat,2.0,1.0,Ask agent
"One Tower Bridge, Sandringham House, Earls Way, London SE1","£950,000",Apartment,1.0,1.0,679 sq ft
"Sydney Road, London","£950,000",House,4.0,1.0,Ask agent
"Belleville Road, Between The Commons","£950,000",Flat,3.0,2.0,Ask agent
"Taymount Rise, London, SE23","£950,000",Terraced,2.0,2.0,"1,430 sq ft"
"St. Augustines Road, Camden","£950,000",Apartment,3.0,2.0,Ask agent
"Fulham Reach, Hammersmith, W6","£950,000",Flat,1.0,2.0,713 sq ft
"Garratt Mansions, Paddington, W2","£950,000",Apartment,1.0,1.0,570 sq ft
"Sky Garden, 155 Wandsworth Road, London SW8","£950,000",Apartment,2.0,2.0,Ask agent
"Carrara Tower, 1 Bollinder Place, London, EC1V","£950,000",Flat,1.0,1.0,689 sq ft
"Ribblesdale Road, Furzedown","£950,000",Terraced,4.0,3.0,"1,900 sq ft"
"Compass House, Chelsea Creek, Park Street","£950,000",Apartment,2.0,2.0,841 sq ft
"Elm Park Road, Finchley, N3","£950,000",Terraced,4.0,1.0,Ask agent
"Ifield Road, London","£950,000",Flat,2.0,2.0,Ask agent
"Wandsworth Bridge Road, London, SW6","£950,000",Flat,3.0,2.0,Ask agent
"Friern Watch Avenue, London, N12","£950,000",Semi-Detached,4.0,1.0,Ask agent
"Liberty Mews, London, SW12","£950,000",House,3.0,2.0,"1,154 sq ft"
"High Street, Brentford, TW8","£950,000",Flat,3.0,3.0,"1,304 sq ft"
"Cadogan Square, London, SW1X","£950,000",Apartment,1.0,1.0,499 sq ft
"Brunswick Centre, Bloomsbury","£950,000",Flat,2.0,1.0,Ask agent
"Miramar Lodge, Tenterden Grove, Hendon, NW4","£950,000",Apartment,3.0,2.0,Ask agent
"Lincoln Apartments, Fountain Park Way, W12","£950,000",Apartment,2.0,2.0,Ask agent
"Hyde Park Square, Hyde Park Square, London, W2","£950,000",Flat,2.0,2.0,707 sq ft
"Eagle Point, City Road, EC1V","£950,000",Apartment,2.0,2.0,Ask agent
"Railway Road, Teddington","£950,000",House,3.0,3.0,Ask agent
"Cumberland Park, Acton","£950,000",Flat,3.0,2.0,Ask agent
"Alexandra Road, London, N10","£950,000",Detached,5.0,2.0,Ask agent
"James Street, London","£950,000",Flat,1.0,1.0,Ask agent
"St. Marys Crescent, London, NW4","£950,000",Semi-Detached,4.0,2.0,Ask agent
"Upper Park Road, London, NW3","£950,000",Semi-Detached,2.0,1.0,709 sq ft
"City Road, London, EC1V","£950,000",Apartment,2.0,2.0,922 sq ft
"Palace View, Albert Embankment, London","£950,000",Apartment,2.0,2.0,924 sq ft
"Nine Albert Embankment, Vauxhall, London","£950,000",Apartment,2.0,2.0,"1,131 sq ft"
"Portman Square, Marylebone","£950,000",Apartment,1.0,1.0,678 sq ft
"Gap Road, Wimbledon","£950,000",Terraced,4.0,1.0,Ask agent
"Limekiln Place, London, SE19","£950,000",Flat,6.0,2.0,"1,835 sq ft"
"Penthouse, Moorings House, `The Island`, Brentford","£950,000",Penthouse,3.0,2.0,"1,918 sq ft"
"Monohaus, London Fields, E8","£950,000",Apartment,3.0,2.0,"1,179 sq ft"
"Kingston Hill Place, London, KT2","£950,000",Semi-Detached,3.0,2.0,"1,208 sq ft"
"Higham House East, SW6","£950,000",Apartment,2.0,2.0,959 sq ft
"Fulham Road, Chelsea, London, SW10","£950,000",Maisonette,2.0,1.0,674 sq ft
"Harewood Avenue, NW1","£950,000",Flat,3.0,2.0,"1,079 sq ft"
"Boyne Road, Blackheath","£950,000",Terraced,5.0,2.0,Ask agent
"Campden Hill Gardens, London, W8","£950,000",Apartment,1.0,1.0,523 sq ft
"Arundel Close, SW11","£950,000",End of Terrace,3.0,2.0,965 sq ft
"Upper Brockley Road, Brockley","£950,000",Terraced,4.0,2.0,Ask agent
"Fulham, London, W6","£950,000",Flat,1.0,1.0,713 sq ft
"2, Gibson Close, Winchmore Hill, London N21 1EG","£950,000",Detached Bungalow,6.0,4.0,Ask agent
"Tudor Close, London, NW9","£950,000",Semi-Detached Bungalow,3.0,1.0,"1,570 sq ft"
"Principal Place, Worship Street, London, EC2A","£950,000",Apartment,1.0,1.0,Ask agent
"Centurion Building, Queenstown Road, London","£950,000",Apartment,2.0,1.0,732 sq ft
"Academy Buildings, Fanshaw Street, London, N1","£950,000",Penthouse,2.0,1.0,999 sq ft
"Prince of Wales Drive, London SW11","£950,000",Apartment,2.0,2.0,Ask agent
"Cadogan Gardens, Finchley, London, N3","£950,000",End of Terrace,3.0,1.0,Ask agent
"Blackfriars Road, London, SE1","£950,000",Apartment,1.0,1.0,620 sq ft
"Heathwood Gardens, Charlton","£950,000",End of Terrace,5.0,3.0,Ask agent
"Albert Embankment, London, SE1","£950,000",Flat,2.0,2.0,"1,119 sq ft"
"Clarewood Court, Marylebone, London, W1H","£950,000",Flat,2.0,2.0,692 sq ft
"Rush Hill Road, Battersea","£950,000",Flat,3.0,3.0,Ask agent
"North Street, SW4","£950,000",Maisonette,3.0,1.0,"1,081 sq ft"
"Earlsmead Road, Kensal Green, London","£950,000",Terraced,3.0,2.0,"1,096 sq ft"
"Prince Regent Mews, 
Euston, NW1","£950,000",Mews,3.0,2.0,Ask agent
"Westway, Raynes Park","£950,000",Terraced,4.0,3.0,Ask agent
"Gordon Place, Kensington, London, W8","£950,000",Apartment,1.0,1.0,Ask agent
"St. Andrews Close, Dollis Hill","£950,000",Detached,4.0,2.0,Ask agent
"Priory Terrace South Hampstead , London","£950,000",Duplex,3.0,2.0,Ask agent
"St Dunstans Avenue, Acton, W3","£950,000",Semi-Detached,4.0,3.0,Ask agent
"Cormont Road, Camberwell","£950,000",Flat,3.0,2.0,Ask agent
"Greycoat Street, Westminster, London, SW1P","£950,000",Flat,3.0,2.0,942 sq ft
"Fulham Road , Fulham, London, SW6","£950,000",Apartment,3.0,2.0,Ask agent
"Broomwood Road, Between the Commons, London, SW11","£950,000",Flat,2.0,2.0,760 sq ft
"Belgrave Gardens, Southgate/Oakwood, N14","£950,000",Semi-Detached,4.0,2.0,Ask agent
"Greenvale Road, London","£950,000",Terraced,4.0,2.0,Ask agent
"Eatonville Road, Balham","£950,000",House,4.0,1.0,Ask agent
"Guildhouse Street, 
Westminster, SW1V","£950,000",Flat,4.0,3.0,Ask agent
"Newington Causeway, London, SE1","£950,000",Penthouse,3.0,2.0,"1,050 sq ft"
"Clarewood Court, Seymour Place, London, W1H","£950,000",Flat,2.0,1.0,Ask agent
"Maida Vale, W9","£950,000",Apartment,2.0,2.0,"1,018 sq ft"
"Tournay Road, Fulham","£950,000",Flat,2.0,1.0,Ask agent
"Claremont Road, West Ealing, W13","£950,000",Semi-Detached,4.0,2.0,Ask agent
"South Lodge Drive, London","£950,000",Semi-Detached,4.0,2.0,Ask agent
"Seymour Place, Marylebone","£950,000",Flat,2.0,2.0,Ask agent
"Eswyn Road, Tooting","£950,000",Terraced,3.0,2.0,Ask agent
"Birkbeck Avenue, Acton","£950,000",Semi-Detached,3.0,1.0,Ask agent
"Westleigh Avenue, Putney, London, SW15","£950,000",Terraced,4.0,2.0,"1,218 sq ft"
"St Helens Gardens, London, W10","£950,000",Flat,2.0,1.0,Ask agent
"St Pauls's Conversion, Forest Hill, SE23","£950,000",Town House,3.0,2.0,"1,416 sq ft"
"Landau Apartments, 72 Farm Lane, London, SW6","£950,000",Apartment,2.0,2.0,"1,134 sq ft"
"Heathway Court, 
West Heath Road, NW3","£950,000",Flat,3.0,2.0,Ask agent
"Constantine Road, Hampstead, NW3","£950,000",Maisonette,2.0,2.0,Ask agent
"St Andrews Close, London, NW2","£950,000",Detached,4.0,2.0,Ask agent
"Estcourt Road, South Norwood, London, SE25","£950,000",House,4.0,2.0,"1,667 sq ft"
"Point West, Cromwell Road, Kensington, SW7","£950,000",Duplex,2.0,2.0,910 sq ft
"Edric Road, New Cross, SE14","£950,000",Semi-Detached,3.0,1.0,Ask agent
"Southwark Bridge Road, 
Borough, SE1","£950,000",Flat,3.0,2.0,970 sq ft
"Chapelier House, Wandsworth, SW18","£950,000",Flat,2.0,2.0,"1,076 sq ft"
"Bathurst Gardens, London, NW10","£950,000",Flat,2.0,1.0,"1,178 sq ft"
"Westway, Raynes Park, SW20","£950,000",End of Terrace,4.0,3.0,"1,637 sq ft"
"Furmage Street, Wandsworth","£950,000",House,3.0,2.0,"1,281 sq ft"
"Finborough Road, Chelsea","£950,000",Apartment,2.0,1.0,"1,332 sq ft"
"Nugent Terrace, St. John's Wood, NW8","£950,000",Apartment,2.0,1.0,965 sq ft
"Pentonville Road, London, N1","£950,000",Apartment,1.0,,Ask agent
"Longfield Avenue, Mill Hill","£950,000",Semi-Detached,3.0,2.0,Ask agent
"Croydon Road, Penge, SE20","£950,000",Semi-Detached,7.0,3.0,Ask agent
"Vicary House, City, London, EC1A","£950,000",Flat,1.0,1.0,529 sq ft
"Crewys Road, Childs Hill, NW2","£950,000",House,4.0,3.0,"1,450 sq ft"
"Marco Polo, Royal Wharf, London, E16","£950,000",Apartment,3.0,2.0,"1,083 sq ft"
"Sisters Avenue, Clapham","£950,000",Flat,3.0,2.0,Ask agent
"Westway, Raynes Park","£950,000",End of Terrace,4.0,3.0,"1,725 sq ft"
"Shepherds Bush Road, London, W6","£950,000",Apartment,3.0,3.0,Ask agent
"Greville Road, London, NW6","£950,000",Apartment,2.0,2.0,"1,042 sq ft"
"7 Pearson Square, London, W1T","£950,000",Apartment,,1.0,Ask agent
"Goldhawk Road, Shepherd's Bush, London, W12","£950,000",Flat,2.0,2.0,Ask agent
"Defoe House, Barbican, London, EC2Y","£950,000",Apartment,1.0,1.0,747 sq ft
"Bramber Road, London, W14","£950,000",Flat,3.0,1.0,933 sq ft
Landmark Pinnacle Marsh Wall E14,"£950,000",Apartment,2.0,2.0,Ask agent
"Greek Street, Soho, London, W1D","£950,000",Apartment,1.0,1.0,456 sq ft
"Hall Road, St John's Wood, London, NW8","£950,000",Apartment,3.0,2.0,"1,196 sq ft"
"Tudor Close, London","£950,000",Semi-Detached,3.0,2.0,Ask agent
"Guibal Road, Lee, SE12","£950,000",Detached,6.0,3.0,Ask agent
"Haven Green Court, Ealing, W5","£950,000",Flat,4.0,2.0,Ask agent
"Harbour Reach, Imperial Wharf, London, SW6","£950,000",Flat,2.0,2.0,926 sq ft
"Kemsing Road, Greenwich, SE10","£950,000",Terraced,4.0,2.0,Ask agent
"Hawker Building, Chelsea Bridge Wharf, London, SW11","£950,000",Apartment,2.0,2.0,Ask agent
"Leeside Crescent, London, NW11","£950,000",Semi-Detached,3.0,1.0,Ask agent
"Abell House, 31 John Islip Street, Westminster, London, SW1P","£950,000",Flat,1.0,1.0,548 sq ft
"Hale Lane, London","£950,000",Semi-Detached,5.0,3.0,"1,775 sq ft"
"Belvedere House, 4 St. Augustines Road, Camden, London, NW1","£950,000",Apartment,3.0,2.0,"1,088 sq ft"
"Dunlace Road, Hackney","£950,000",House,3.0,2.0,"1,009 sq ft"
"Herbal Hill Gardens, 
9 Herbal Hill, EC1R","£950,000",Flat,2.0,2.0,920 sq ft
"Rosary Gardens, London","£950,000",Apartment,2.0,2.0,Ask agent
"Farren Road, London, SE23 2DZ","£950,000",End of Terrace,5.0,1.0,"1,311 sq ft"
"William Morris Way, Chelsea, London, SW6","£950,000",Apartment,2.0,2.0,918 sq ft
"Scarlet Oaks, Serenety Close, Oakwood, London, N14","£950,000",Semi-Detached,4.0,2.0,Ask agent
"Chase Road, London, N14","£950,000",Terraced,3.0,2.0,"1,531 sq ft"
"Edgware Road, London, W2","£950,000",Apartment,1.0,1.0,570 sq ft
"Allsop Place, Marylebone, London, NW1","£950,000",Flat,2.0,1.0,766 sq ft
"Russell Road, W14","£950,000",Flat,3.0,2.0,"1,010 sq ft"
"Harlequin Court, Covent Garden, London, WC2E","£950,000",Flat,1.0,1.0,647 sq ft
"Grenville Street, Bloomsbury, London, WC1N","£950,000",Flat,2.0,1.0,603 sq ft
"Eaton Mansions, Cliveden Place, London","£950,000",Flat,1.0,1.0,486 sq ft
"Kensington Church Street, Kensington, London, W8","£950,000",Apartment,2.0,1.0,637 sq ft
"Sinclair Gardens, London, W14","£950,000",Flat,2.0,2.0,Ask agent
"Albert Road, London","£950,000",House,5.0,3.0,Ask agent
"Scarlet Oaks, Oakwood, N14","£950,000",Detached,3.0,3.0,"1,340 sq ft"
"Munster Road, London, SW6","£950,000",Apartment,2.0,2.0,"1,212 sq ft"
"The Sidings,East Churchfield Road,Acton,London","£950,000",Flat,3.0,3.0,"1,195 sq ft"
"8 Casson Square, Southbank SE1","£950,000",Apartment,1.0,1.0,550 sq ft
"James Street, 
Marylebone, W1U","£950,000",Flat,1.0,1.0,664 sq ft
"Howard Building, 368 Queenstown Road, London, SW11","£950,000",Apartment,2.0,2.0,926 sq ft
"Kings Avenue, Clapham","£950,000",House,4.0,2.0,Ask agent
"Duke Road, London","£950,000",Link Detached House,2.0,2.0,"1,062 sq ft"
"Anson Road, London, N7","£950,000",Apartment,2.0,2.0,930 sq ft
"Elmers End Road, LONDON, London, SE20","£950,000",Semi-Detached,4.0,3.0,Ask agent
"Russell Road, London, W14","£950,000",Apartment,2.0,2.0,"1,010 sq ft"
"Dockside House, Chelsea Creek, Fulham, SW6","£950,000",Flat,2.0,1.0,656 sq ft
"Hamilton Road, London, NW10","£950,000",Terraced,4.0,1.0,Ask agent
"Eltringham Street, Wandsworth, SW18","£950,000",Terraced,3.0,1.0,Ask agent
"Rathbone Street, Fitzrovia, London, W1T","£950,000",Apartment,2.0,1.0,697 sq ft
Gatliff Road London SW1W,"£950,000",Apartment,2.0,2.0,Ask agent
"Fitzjohns Avenue, Hampstead","£950,000",Flat,2.0,2.0,Ask agent
"Callcott Road, Brondesbury, NW6","£950,000",Maisonette,3.0,2.0,"1,203 sq ft"
"Stevens Avenue, Hackney","£950,000",House,2.0,1.0,Ask agent
"Grantbridge Street, Islington, London, N1","£950,000",Flat,2.0,1.0,861 sq ft
"Taunton Road, Lee","£950,000",Semi-Detached,3.0,2.0,Ask agent
"Cotswold Way, Enfield","£950,000",Semi-Detached,4.0,1.0,Ask agent
"Lynton Road, Bermondsey, London, SE1","£950,000",House,3.0,,"1,030 sq ft"
"St Stephens Road, London, W13","£950,000",Town House,3.0,3.0,Ask agent
"Chaucer Gardens, London, E1","£950,000",Penthouse,1.0,1.0,633 sq ft
"Islington Square, 8 Esther Anne Place, London, N1","£950,000",Apartment,1.0,1.0,624 sq ft
"Garden Flat, 42 Westbourne Gardens, London, W2 5NS","£950,000",Flat,2.0,2.0,Ask agent
"Beecroft Road, Brockley","£950,000",Terraced,5.0,2.0,Ask agent
"Redcliffe Square, London, SW10","£950,000",Apartment,1.0,1.0,Ask agent
"James Street, Marylebone W1U","£950,000",Apartment,1.0,1.0,672 sq ft
"Rylett Road, London, W12","£950,000",Flat,2.0,2.0,"1,153 sq ft"
"Keybridge, Exchange Gardens, London","£950,000",Apartment,2.0,2.0,846 sq ft
"Imperial Tower, London, SW6","£950,000",Apartment,1.0,1.0,659 sq ft
"Queenstown Road, London","£950,000",Apartment,2.0,2.0,Ask agent
"William Morris Way, Fulham","£950,000",Flat,2.0,2.0,Ask agent
"Salisbury House, Prince of Wales Drive","£950,000",Apartment,2.0,2.0,749 sq ft
"Hilary Mews, Borough, London, SE1","£950,000",Flat,2.0,2.0,803 sq ft
"North Villas, London, NW1","£950,000",Maisonette,2.0,2.0,"1,207 sq ft"
Marsh Wall London E14,"£950,000",Apartment,2.0,2.0,Ask agent
"Randolph Avenue, Maida Vale","£950,000",Flat,2.0,1.0,Ask agent
"One Park Drive, Canary Wharf, E14","£950,000",Apartment,1.0,1.0,702 sq ft
"Crisp Road, Hammersmith","£950,000",Flat,1.0,1.0,Ask agent
"Hampstead Reach, 
81 Chandos Way, NW11","£950,000",Flat,2.0,2.0,886 sq ft
"St. Dunstans Avenue, London, W3","£950,000",Semi-Detached,4.0,2.0,"1,961 sq ft"
"Oh So Close, 
Ealing, W13","£950,000",Flat,3.0,2.0,927 sq ft
"The Avenue, London, NW6","£950,000",Apartment,3.0,2.0,"1,375 sq ft"
