Address,Price,Property Type,Bedrooms,Bathrooms,Size
"Ironworks Way, London","£525,000",Flat,2.0,2.0,958 sq ft
"Bickley Street, Tooting","£525,000",Flat,2.0,1.0,Ask agent
"Parish Lane, Penge","£525,000",Terraced,3.0,1.0,Ask agent
"The Burroughs, Hendon","£525,000",House,2.0,1.0,"8,762 sq ft"
"Wilfred Owen Close, London","£525,000",End of Terrace,2.0,1.0,Ask agent
"Fairlight Road, Tooting","£525,000",Maisonette,2.0,1.0,Ask agent
"Chatfield Road, London, SW11","£525,000",Flat,3.0,1.0,Ask agent
"CUMBERLAND ROAD, Plaistow, London, E13","£525,000",Flat,3.0,2.0,50 sq ft
Seven Sea Gardens London E3,"£525,000",Flat,2.0,2.0,Ask agent
"Pump House Crescent, Brentford","£525,000",Apartment,3.0,2.0,821 sq ft
"Edge Hill, Wimbledon, SW19","£525,000",Maisonette,2.0,,Ask agent
"Eardley Road, SW16","£525,000",Flat,2.0,1.0,645 sq ft
"Sheen Court, Richmond, TW10","£525,000",Flat,2.0,1.0,681 sq ft
"Earlham Street, London, WC2H","£525,000",Duplex,1.0,1.0,Ask agent
"Singer Mews, Clapham","£525,000",Flat,2.0,2.0,Ask agent
"Ironworks Way, Upton Park, London, E13","£525,000",Flat,3.0,2.0,Ask agent
"City Road, London, EC1V","£525,000",Studio,,1.0,392 sq ft
"Clarence Way, Camden, London, NW1","£525,000",Flat,3.0,1.0,876 sq ft
"Fulham Palace Road, London","£525,000",Apartment,2.0,1.0,Ask agent
"St. Marks Road, London, W11","£525,000",Apartment,1.0,1.0,508 sq ft
"West Barnes Lane, Raynes Park, London, SW20","£525,000",Flat,2.0,1.0,565 sq ft
"Amelia House, London City Island, London, E14","£525,000",Apartment,1.0,1.0,Ask agent
"John Nash Mews, London, E14","£525,000",Flat,2.0,2.0,Ask agent
"Sumner Road, Peckham, SE15","£525,000",Flat,1.0,1.0,Ask agent
"Beddington House, London, NW7 1SU","£525,000",Flat,2.0,2.0,Ask agent
"Frean Street, London, SE16","£525,000",Flat,2.0,1.0,Ask agent
"Twyford Avenue, Acton","£525,000",Flat,3.0,1.0,Ask agent
"Valetta Road, Acton","£525,000",Flat,2.0,1.0,Ask agent
"Alric Avenue, Harlesden, NW10","£525,000",House,4.0,1.0,"1,120 sq ft"
"Garratt Lane, SW17","£525,000",Apartment,1.0,1.0,616 sq ft
"Forest Road, London, E17","£525,000",Flat,4.0,2.0,Ask agent
"Bellwether Lane, London, SW18","£525,000",Apartment,1.0,1.0,528 sq ft
"Belvedere Road, Waterloo, London, SE1","£525,000",Flat,1.0,1.0,547 sq ft
"Burrells Wharf Square, Docklands, London, E14","£525,000",Flat,2.0,2.0,847 sq ft
"Palmerston Road, London, N22","£525,000",Maisonette,2.0,1.0,823 sq ft
"1 Carney Place, London, SW9","£525,000",Flat,2.0,2.0,Ask agent
"Alboran Apartments, 
1 Seven Sea Gardens, E3","£525,000",Flat,2.0,2.0,725 sq ft
"4 Cunningham Avenue, London, Greater London, E16","£525,000",Apartment,2.0,2.0,974 sq ft
"Beechwood Road, Crouch End, N8","£525,000",Apartment,2.0,1.0,Ask agent
"Pear Tree Court, Upper Richmond Road, London","£525,000",Maisonette,2.0,1.0,Ask agent
"Cromwell Road, Forest Gate, London","£525,000",Terraced,2.0,1.0,"1,098 sq ft"
"Theobalds Road, Bloomsbury","£525,000",Flat,1.0,1.0,Ask agent
"Bow Common Lane, London, E3","£525,000",Apartment,1.0,1.0,619 sq ft
"Princess Street, Elephant & Castle","£525,000",Flat,3.0,1.0,Ask agent
"Peninsula Gardens, Greenwich Peninsula, London, SE10","£525,000",Flat,1.0,1.0,577 sq ft
"Epworth Road, Isleworth, TW7","£525,000",End of Terrace,3.0,2.0,Ask agent
"Lakeside Drive, Park Royal, London, NW10","£525,000",Flat,2.0,2.0,832 sq ft
"East Hill, SW18","£525,000",Flat,2.0,1.0,664 sq ft
"Gunter Grove, London, SW10","£525,000",Apartment,1.0,1.0,506 sq ft
"Waterman Way, Wapping","£525,000",Flat,2.0,1.0,Ask agent
"Lombard Road, Battersea","£525,000",Flat,1.0,1.0,Ask agent
"Armadale Road, 
West Brompton, SW6","£525,000",Flat,1.0,1.0,536 sq ft
"Upper Walthamstow Road, Walthamstow, London, E17","£525,000",Flat,2.0,1.0,702 sq ft
"5 Tapestry Way, Whitechapel, E1 2FQ","£525,000",Apartment,1.0,1.0,627 sq ft
"Pump House Close, London, SE16","£525,000",Terraced,1.0,1.0,Ask agent
"Axis Apartments, Shoreditch E1","£525,000",Apartment,1.0,1.0,Ask agent
"Caversham Road, Beaufort Park, Colindale, NW9","£525,000",Apartment,2.0,2.0,936 sq ft
"Belfast Road, Stoke Newington, N16","£525,000",Flat,2.0,1.0,Ask agent
"Artichoke Hill, London, E1W","£525,000",Apartment,2.0,2.0,958 sq ft
"South Row, Blackheath","£525,000",Flat,2.0,1.0,Ask agent
"Sussex Way, Islington, London, N19","£525,000",Apartment,2.0,1.0,Ask agent
"Dryden Building, Aldgate, E1","£525,000",Flat,2.0,2.0,750 sq ft
"Kenilworth Road, London","£525,000",Flat,2.0,1.0,Ask agent
"Houghton Close, London, E8","£525,000",Apartment,2.0,1.0,799 sq ft
"Brixton Road, Stockwell","£525,000",Flat,1.0,1.0,Ask agent
"Hanger Lane, Ealing","£525,000",Flat,2.0,1.0,Ask agent
"Stratheden Road, Blackheath","£525,000",Flat,2.0,2.0,Ask agent
"Corfton Lodge, Corfton Road, Ealing Broadway, Ealing, W5","£525,000",Flat,2.0,1.0,Ask agent
"Sellincourt Road, London, SW17","£525,000",Apartment,2.0,2.0,786 sq ft
"Bredhurst Close, Penge","£525,000",Flat,2.0,2.0,Ask agent
"Barbican, Ben Jonson House, Barbican","£525,000",Flat,1.0,1.0,Ask agent
"Cayenne Court, Shad Thames, SE1","£525,000",Flat,1.0,1.0,Ask agent
"Woodrow, London, SE18","£525,000",Terraced,3.0,1.0,Ask agent
"Amsterdam Road, London, E14","£525,000",Maisonette,2.0,1.0,Ask agent
"Dickens Yard, Ealing, W5","£525,000",Apartment,1.0,1.0,453 sq ft
"Wimbledon Park Road, London","£525,000",Flat,1.0,1.0,573 sq ft
"Wellington Road, Enfield","£525,000",Apartment,2.0,2.0,Ask agent
"Sayer Street, Elephant & Castle, London, SE17","£525,000",Flat,1.0,1.0,576 sq ft
"Crossharbour Plaza, Isle Of Dogs, London, E14","£525,000",Flat,1.0,1.0,547 sq ft
"Hornfair Road, Charlton, SE7","£525,000",End of Terrace,3.0,1.0,896 sq ft
"Royal Herbert Pavilions, Gilbert Close, London, SE18","£525,000",Apartment,2.0,1.0,Ask agent
"Fearon Street, Greenwich","£525,000",House,2.0,1.0,Ask agent
"Charlton Church Lane, London, SE7","£525,000",Terraced,3.0,1.0,Ask agent
"Riverside Mansions, Milk Yard, Wapping, E1W","£525,000",Duplex,2.0,1.0,761 sq ft
"Grinstead Road,
Deptford,
SE8 5FE","£525,000",Apartment,2.0,1.0,663 sq ft
"Bentley Road, London, N1","£525,000",Maisonette,1.0,2.0,750 sq ft
"Oak Tree House, Shirland Road, London, W9","£525,000",Apartment,2.0,1.0,Ask agent
"Valley Road, Streatham","£525,000",Flat,1.0,1.0,Ask agent
"Vancouver Road, Forest Hill, SE23","£525,000",Flat,3.0,2.0,Ask agent
"Oxford Road, Putney","£525,000",Flat,2.0,1.0,Ask agent
"Lombard Wharf, 
Lombard Road, SW11","£525,000",Flat,1.0,1.0,555 sq ft
"Alington House, Mary Neuner Road, N8","£525,000",Apartment,2.0,2.0,Ask agent
"Gleneldon Road, London, SW16","£525,000",Apartment,3.0,1.0,Ask agent
"10 High Timber Street, London, EC4V","£525,000",Flat,1.0,1.0,672 sq ft
"Sandringham Road, London NW2","£525,000",Flat,2.0,1.0,Ask agent
"Wharncliffe Road, London","£525,000",Semi-Detached,3.0,1.0,"1,063 sq ft"
"Ladysmith Road, Enfield, EN1","£525,000",Terraced,3.0,1.0,Ask agent
"Concanon Road, SW2","£525,000",Flat,2.0,1.0,597 sq ft
"Harlesden Gardens, London NW10","£525,000",Ground Flat,2.0,1.0,Ask agent
"Goldhurst Terrace, West Hampstead","£525,000",Flat,2.0,1.0,Ask agent
"Hales Prior, Calshot Street, London","£525,000",Apartment,2.0,1.0,Ask agent
"Schubert Road, East Putney, SW15","£525,000",Flat,2.0,1.0,668 sq ft
"Parkham Street, London, SW11","£525,000",Flat,3.0,1.0,Ask agent
"Railton Road, SE24","£525,000",Flat,2.0,1.0,493 sq ft
"Portobello Road, London","£525,000",Flat,2.0,1.0,Ask agent
"Blackstock Road, London, N5","£525,000",Apartment,1.0,1.0,533 sq ft
"Portman Place, Bethnal Green","£525,000",Flat,2.0,1.0,Ask agent
"Crown Dale, Crystal Palace","£525,000",Terraced,3.0,2.0,Ask agent
"Chamberlayne Road, London, NW10","£525,000",Apartment,2.0,1.0,Ask agent
Cerulean Quarter E16,"£525,000",Apartment,2.0,2.0,825 sq ft
"Sales and Marketing Suite address:
Imperial Building,
No.2 Duke of Wellington Avenue,
London, Royal Arsenal Riverside
SE18 6FR","£525,000",Apartment,2.0,2.0,781 sq ft
"Dover Terrace, Sandycombe Road, Kew, Surrey, TW9","£525,000",Apartment,2.0,1.0,753 sq ft
"Eardley Crescent, London","£525,000",Flat,2.0,1.0,Ask agent
"Vicarage Court, Vicarage Gate, London","£525,000",Flat,1.0,1.0,410 sq ft
"Philbeach Gardens, Earls Court, London, SW5","£525,000",Flat,1.0,1.0,376 sq ft
"Hillside Court, 409 Finchley Road, London, NW3","£525,000",Apartment,1.0,1.0,539 sq ft
"High Road,
North Finchley,
London,
N120DA","£525,000",Apartment,2.0,,Ask developer
"Hillgate Place, London, SW12","£525,000",Apartment,1.0,1.0,617 sq ft
"Duntshill Road, Earlsfield","£525,000",Flat,1.0,1.0,Ask agent
"Bow Green, Bow, E3","£525,000",Flat,1.0,1.0,619 sq ft
"Telcon Way, Greenwich","£525,000",Flat,2.0,2.0,Ask agent
"Chapter Street, LONDON, SW1P","£525,000",Flat,1.0,1.0,592 sq ft
"Ashfield Road, London","£525,000",House,2.0,1.0,735 sq ft
"Elthorne Way, London, London The Metropolis[8]","£525,000",Terraced,4.0,3.0,Ask agent
"Embankment Gardens, Chelsea","£525,000",Studio,,1.0,Ask agent
"Enmore Road, London, SE25","£525,000",Semi-Detached,4.0,1.0,"1,130 sq ft"
"Gaumont Place, Streatham","£525,000",Flat,2.0,1.0,Ask agent
"Duckett Road, London","£525,000",Flat,1.0,1.0,Ask agent
"Royal Arsenal Riverside, London","£525,000",Apartment,2.0,2.0,746 sq ft
"Garratt Lane, Tooting, London, SW17","£525,000",Apartment,1.0,1.0,616 sq ft
"Dartmouth Road, Sydenham, SE26 4RQ","£525,000",Terraced,2.0,1.0,Ask agent
"Thunderer Street, London","£525,000",Apartment,3.0,2.0,Ask agent
"Kendall Road, Isleworth, TW7","£525,000",Terraced,2.0,2.0,Ask agent
129 Back Church Lane London E1,"£525,000",Apartment,2.0,1.0,644 sq ft
"Stockwell Park Road, Stockwell, London, SW9","£525,000",Maisonette,4.0,1.0,"1,091 sq ft"
"Belmont Avenue, London, N13","£525,000",Apartment,3.0,2.0,"1,205 sq ft"
"Winchester Road, St Margarets","£525,000",Flat,2.0,2.0,Ask agent
"Mellison Road, Tooting","£525,000",Maisonette,2.0,1.0,Ask agent
"Fulbeck House, 
Sutterton Street, N7","£525,000",Flat,2.0,1.0,Ask agent
"Maine Tower, Canary Wharf, London, E14","£525,000",Flat,1.0,1.0,558 sq ft
"Totteridge, London, N20","£525,000",Flat,2.0,,804 sq ft
"Birdbrook Road, London","£525,000",Semi-Detached,3.0,1.0,Ask agent
"Cedars Road, Battersea","£525,000",Maisonette,2.0,1.0,Ask agent
"St James's Street, Walthamstow","£525,000",Apartment,2.0,1.0,"6,300 sq ft"
"Streatham High Road, Streatham","£525,000",Flat,3.0,2.0,Ask agent
"Devon Mansions, Tooley Street, SE1","£525,000",Flat,2.0,1.0,650 sq ft
"Kendal Place, LONDON, SW15","£525,000",Flat,1.0,1.0,609 sq ft
"Sloane Avenue, Chelsea, London, SW3","£525,000",Studio,,1.0,332 sq ft
"Fairbank House, Beaufort Square, NW9","£525,000",Apartment,2.0,2.0,Ask agent
"Westville Road, Shepherds Bush","£525,000",House,2.0,1.0,Ask agent
"Devonshire Road, Forest Hill, SE23 3LU","£525,000",End of Terrace,2.0,1.0,Ask agent
"Hopton Road, Streatham","£525,000",Flat,2.0,1.0,Ask agent
"Kingly Building, Woodberry Down, N4","£525,000",Apartment,1.0,1.0,Ask agent
"Castle Close, London","£525,000",Maisonette,3.0,1.0,Ask agent
"Sellincourt Road, London","£525,000",Terraced,2.0,2.0,Ask agent
"The Colonnades, 
34 Porchester Square, W2","£525,000",Flat,1.0,1.0,538 sq ft
"4-7 Lombard Lane, London","£525,000",Apartment,1.0,1.0,452 sq ft
"The Water Gardens, 
Hyde Park, W2","£525,000",Flat,1.0,1.0,652 sq ft
"Pepys Road, Telegraph Hill","£525,000",Flat,2.0,1.0,Ask agent
"Artichoke Hill, London, E1W","£525,000",Apartment,2.0,1.0,938 sq ft
"Harcourt Road, London, E15","£525,000",Terraced,3.0,2.0,926 sq ft
"Liner House, Royal Wharf, E16","£525,000",Apartment,1.0,1.0,Ask agent
"Tooting High Street, Tooting, London, SW17","£525,000",Flat,2.0,2.0,721 sq ft
"Crossharbour Plaza, London, E14","£525,000",Apartment,1.0,1.0,Ask agent
"Portnall Road, London, W9","£525,000",Flat,2.0,1.0,638 sq ft
"Stepney Way, Stepney, London, E1","£525,000",Flat,3.0,1.0,893 sq ft
"Wimborne Close, Lee","£525,000",End of Terrace,4.0,1.0,Ask agent
"Gedeney Road, London, N17","£525,000",End of Terrace,4.0,2.0,Ask agent
"Three Mill Lane, London, E3","£525,000",Flat,2.0,2.0,Ask agent
"Fairlawn Avenue, Chiswick","£525,000",Flat,2.0,1.0,Ask agent
"Earlham Street, London, WC2H","£525,000",Apartment,1.0,1.0,Ask agent
"Agar House, GoodLuck Hope, Docklands, London, E14","£525,000",Flat,1.0,1.0,564 sq ft
"Station Approach, Walthamstow, London, E17","£525,000",Flat,2.0,2.0,Ask agent
"Trafalgar House, Battersea Reach","£525,000",Apartment,2.0,1.0,670 sq ft
"Argyle Road, Ealing","£525,000",Flat,2.0,1.0,Ask agent
"Coleshill Road, Teddington","£525,000",Apartment,2.0,1.0,693 sq ft
"Bidborough Street, London, WC1H","£525,000",Apartment,1.0,1.0,484 sq ft
"Chelsea Cloisters, Sloane Avenue, Chelsea, London, SW3","£525,000",Flat,1.0,1.0,407 sq ft
"Earlsfield Road, Earlsfield","£525,000",Flat,2.0,2.0,Ask agent
"Tunis Road, Shepherds Bush, London, W12 7EY, UK","£525,000",Flat,2.0,1.0,Ask agent
"Duke Of Wellington Avenue, Royal Arsenal Riverside, Woolwich, SE18","£525,000",Flat,2.0,2.0,790 sq ft
"Glasford Street, Tooting","£525,000",Maisonette,2.0,1.0,Ask agent
"Crouch End Hill, Crouch End","£525,000",Flat,2.0,2.0,Ask agent
"Balls Pond Road, London","£525,000",Maisonette,2.0,2.0,Ask agent
"Annsworthy Crescent, South Norwood","£525,000",Terraced,3.0,1.0,Ask agent
"Elthorne Road, Kingsbury, London, NW9","£525,000",Terraced,2.0,1.0,705-706 sq ft
"Scotts Sufferance Wharf, 
5 Mill Street, SE1","£525,000",Flat,1.0,1.0,570 sq ft
"Television Centre, White City,","£525,000",Apartment,1.0,1.0,559 sq ft
"Stuart Tower, 105 Maida Vale, London, W9","£525,000",Apartment,1.0,1.0,523 sq ft
"Forest Road,
Walthamstow,
E17 4JF","£525,000",Apartment,2.0,2.0,357 sq ft
"Rutford Road, Streatham","£525,000",Flat,2.0,1.0,Ask agent
"Acre Lane, Brixton","£525,000",Flat,2.0,1.0,Ask agent
"Northwood Road, Thornton Heath","£525,000",Terraced,4.0,2.0,Ask agent
"Farringdon Road, Farringdon, London, EC1M","£525,000",Flat,1.0,2.0,679 sq ft
"Bow Road, Bow","£525,000",Flat,2.0,2.0,Ask agent
"Nell Gwynn House, Sloane Avenue, Chelsea, London, SW3","£525,000",Studio,,1.0,307 sq ft
"Wilton Way, E8","£525,000",Flat,1.0,1.0,547 sq ft
"St. John's Avenue, London, SW15","£525,000",Flat,2.0,1.0,795 sq ft
"Queensborough Terrace, Bayswater, London, W2","£525,000",Flat,1.0,1.0,361 sq ft
"Clive Court, 75 Maida Vale, London, W9","£525,000",Apartment,1.0,1.0,564 sq ft
"Brockenhurst Way, Norbury, London, SW16","£525,000",Detached,3.0,1.0,"1,241 sq ft"
"Upper Richmond Road, LONDON, SW15","£525,000",Flat,2.0,2.0,640 sq ft
"Kashmir Road, Charlton, SE7","£525,000",End of Terrace,3.0,1.0,Ask agent
"24-26 Kingsbridge Avenue, London","£525,000",Apartment,2.0,1.0,600 sq ft
"Chippenham Road, Maida Vale, London, W9","£525,000",Flat,1.0,1.0,540 sq ft
"Catling Close, London","£525,000",Terraced,2.0,1.0,808 sq ft
"Knights Hill, West Norwood","£525,000",Maisonette,2.0,1.0,807 sq ft
"Venetian Road, London","£525,000",Maisonette,3.0,1.0,Ask agent
"Green Dragon Lane, Brentford","£525,000",Terraced,2.0,2.0,Ask agent
"Bathurst Gardens, Kensal Rise","£525,000",Flat,2.0,1.0,Ask agent
"Worsopp Drive, London","£525,000",Flat,3.0,1.0,Ask agent
"Camdale Road, Plumstead, SE18","£525,000",Semi-Detached,3.0,1.0,Ask agent
"Church Road, Teddington, London, TW11","£525,000",Flat,1.0,1.0,534 sq ft
"John Donne Way, Greenwich","£525,000",Flat,3.0,2.0,Ask agent
"Canning Town, Canning Town, London, E16","£525,000",Semi-Detached,3.0,2.0,"1,091 sq ft"
"Montague Road, Dalston","£525,000",Apartment,1.0,1.0,603 sq ft
"Assam Street, London, E1","£525,000",Apartment,2.0,2.0,867 sq ft
"Defoe House, E14, Canning Town, London, E14","£525,000",Flat,1.0,1.0,590 sq ft
"Wimborne Close, Lee, SE12","£525,000",End of Terrace,4.0,,Ask agent
"Argyle Road, Ealing","£525,000",Flat,2.0,1.0,Ask agent
"Eagle Lodge, NW11","£525,000",Flat,2.0,1.0,775 sq ft
"Royal Herbert Pavilions, Gilbert Close, London","£525,000",Apartment,2.0,1.0,Ask agent
"Avonmore Place, London, W14","£525,000",Apartment,1.0,1.0,458 sq ft
"Ashdown Court, Highwood Close, East Dulwich, SE22","£525,000",Flat,2.0,2.0,Ask agent
"Townshend Road, Richmond","£525,000",Apartment,1.0,1.0,Ask agent
"Bell Street, London, NW1","£525,000",Flat,1.0,1.0,508 sq ft
"Clapham Park Marketing Suite,
107 Clarence Avenue,
London,
SW4 8FR","£525,000",Apartment,1.0,,Ask developer
"Palace Road, SW2","£525,000",Flat,2.0,1.0,808 sq ft
"Upper Richmond Road, East Putney, London, SW15","£525,000",Flat,1.0,1.0,490 sq ft
"Kensington Park Road, Notting Hill, London, W11","£525,000",Apartment,1.0,1.0,412 sq ft
"Clifford Road, London","£525,000",Semi-Detached,3.0,1.0,Ask agent
"Cantelowes Road, 
Camden, NW1","£525,000",Flat,2.0,1.0,Ask agent
"Studley Grange Road, Hanwell","£525,000",Bungalow,2.0,1.0,Ask agent
"Riverside Road Stratford, London","£525,000",End of Terrace,3.0,1.0,Ask agent
"Holders Hill Road, London","£525,000",Flat,3.0,2.0,Ask agent
"Godolphin Road, London, W12 8JF","£525,000",Flat,2.0,1.0,Ask agent
"Barlborough Street, New Cross, SE14","£525,000",Apartment,2.0,1.0,Ask agent
"Tottenhall Road, London, N13","£525,000",Terraced,3.0,1.0,Ask agent
"Heygate Street, Elephant & Castle, London, SE17","£525,000",Flat,1.0,1.0,552 sq ft
"Times Square, London","£525,000",Flat,1.0,1.0,Ask agent
"1023-1025 Garratt Lane, Tooting, London, SW17","£525,000",Apartment,1.0,1.0,616 sq ft
"High Street, Stratford, London, E15","£525,000",Flat,2.0,2.0,753 sq ft
"Netherwood Road, London, W14","£525,000",Apartment,1.0,1.0,Ask agent
"Abbey Road, St John's Wood, London","£525,000",Apartment,4.0,2.0,"1,000 sq ft"
"Astell House, London, E14","£525,000",Apartment,1.0,1.0,Ask agent
"West Park, Eltham North, London, SE9","£525,000",Flat,3.0,1.0,"1,770 sq ft"
"Miles Road, Hornsey, N8","£525,000",End of Terrace,3.0,1.0,Ask agent
"Fulham Road, Fulham, London, SW6","£525,000",Apartment,1.0,1.0,470 sq ft
"Holloway Road, London, N7","£525,000",Apartment,2.0,1.0,716 sq ft
"St. Mark's Rise, Dalston","£525,000",Flat,2.0,1.0,Ask agent
"Grange Road, Willesden","£525,000",Flat,2.0,2.0,Ask agent
"Larden Road, Acton, London,  W3 7ST","£525,000",Detached,2.0,1.0,542 sq ft
"Kiln Place, London, NW5","£525,000",Apartment,2.0,1.0,Ask agent
"Prince Regent Lane, Plaistow, London, E13","£525,000",House,3.0,2.0,"1,069 sq ft"
"Dunsterville Way, London, SE1","£525,000",Flat,3.0,1.0,Ask agent
"The Mast, Docklands, London, E16","£525,000",Flat,3.0,2.0,"1,089 sq ft"
Vizion 7 N7 - Energy Rating B,"£525,000",,2.0,2.0,Ask agent
"Woodpecker Close, Edmonton, London, N9","£525,000",Semi-Detached,3.0,2.0,Ask agent
"Waite Davies Road, Lee","£525,000",Terraced,3.0,1.0,Ask agent
"Cygnet Street, London, E1","£525,000",Apartment,1.0,1.0,547 sq ft
"Independents Road, Blackheath, London, SE3","£525,000",Flat,1.0,1.0,639 sq ft
"Lolesworth Close, London, E1","£525,000",Apartment,1.0,1.0,609 sq ft
"Brent Street, Hendon, NW4","£525,000",Apartment,3.0,1.0,922 sq ft
"Well Hall Road, London","£525,000",End of Terrace,3.0,1.0,Ask agent
"Shoreditch Parkside, Marketing Suite, Mono Tower, Hoxton Press, Penn Street, London, N1","£525,000",Apartment,,1.0,484 sq ft
"Millharbour, 
Millwall, E14","£525,000",Flat,2.0,2.0,808 sq ft
"Camden Road, London, NW1","£525,000",Flat,2.0,2.0,Ask agent
"Oval Road, London, NW1","£525,000",Flat,1.0,1.0,Ask agent
"St. Marys Road, London","£525,000",Flat,3.0,1.0,797 sq ft
"Trewsbury Road, Sydenham, London","£525,000",Flat,2.0,2.0,Ask agent
"Grange Road, Willesden","£525,000",Flat,2.0,3.0,Ask agent
"Florence Road, London","£525,000",Flat,2.0,1.0,Ask agent
"Clarence Road, Teddington","£525,000",Flat,2.0,2.0,Ask agent
"Somertrees Avenue, London","£525,000",House,3.0,1.0,Ask agent
"Bartholomew Close, City of London","£525,000",Flat,1.0,1.0,Ask agent
"Gibson's Hill, London, SW16","£525,000",Apartment,3.0,2.0,921 sq ft
"Smugglers Way, Wandsworth","£525,000",Flat,2.0,2.0,969 sq ft
"Jubilee Heights, Shoot Up Hill, London, NW2","£525,000",Flat,2.0,2.0,Ask agent
"Sky View Tower, 
12 High Street, E15","£525,000",Flat,3.0,2.0,Ask agent
"St Williams Court, Gifford Street, Kings Cross, London, N1","£525,000",Apartment,1.0,1.0,Ask agent
"Peckham Rye, Peckham","£525,000",Flat,3.0,1.0,Ask agent
"Milton Road, Highgate","£525,000",Flat,2.0,1.0,Ask agent
"Goldhawk Road, Hammersmith","£525,000",Flat,3.0,1.0,Ask agent
"361-365  Chiswick High Road, W4","£525,000",Flat,1.0,1.0,538 sq ft
"Fulham Palace Road, Fulham","£525,000",Flat,2.0,1.0,Ask agent
"Burke Close, London, SW15","£525,000",Terraced,4.0,,Ask agent
"Homefield Road, Edgware","£525,000",End of Terrace,3.0,2.0,Ask agent
"Television Centre, Wood Lane, London, W12","£525,000",Apartment,,1.0,Ask agent
"Trathen Square, London","£525,000",Apartment,2.0,1.0,Ask agent
"Hillside, Kingsbury, London, London, NW9 0NE","£525,000",Semi-Detached,3.0,2.0,Ask agent
"Clarendon Court, Kew Gardens Road, TW9","£525,000",Flat,2.0,,Ask agent
"Sol Frankel House, Pedley Street, Shoreditch, London, E1","£525,000",Flat,2.0,1.0,792 sq ft
"Maynard Road, Walthamstow","£525,000",Ground Flat,2.0,1.0,679 sq ft
"West Hill, Putney","£525,000",Flat,2.0,1.0,Ask agent
"Dorville Crescent, Hammersmith","£525,000",Flat,1.0,1.0,Ask agent
"Haverstock Hill, London, NW3","£525,000",Flat,1.0,1.0,506 sq ft
"Carpenters Road, London","£525,000",House,3.0,1.0,907 sq ft
"Carew road , Tottenham Hale, London, N17","£525,000",Terraced,3.0,1.0,Ask agent
"Cranley Gardens, London, N13","£525,000",Flat,2.0,1.0,Ask agent
"Mill Street, Shad Thames, London, SE1","£525,000",Flat,1.0,1.0,724 sq ft
"Shardeloes Road, New Cross, London, SE14","£525,000",Flat,2.0,1.0,962 sq ft
"Green Lanes Walk, N4 2GA","£525,000",Apartment,2.0,2.0,Ask agent
"Colnmore Court, 13 Meath Crescent, E2 0QF","£525,000",Flat,3.0,1.0,Ask agent
"Harbut Road, Clapham Junction","£525,000",Flat,1.0,1.0,Ask agent
"Molesworth Street, Mill Apartments, SE13","£525,000",Flat,2.0,2.0,"11,926 sq ft"
"Upper Richmond Road, Putney","£525,000",Flat,2.0,1.0,Ask agent
"Fulwood Gardens, Twickenham, TW1","£525,000",Maisonette,2.0,1.0,Ask agent
"Byegrove Road, Colliers Wood","£525,000",Flat,3.0,1.0,745 sq ft
"Belvedere Road, South Bank, London, SE1","£525,000",Flat,1.0,1.0,695 sq ft
"Darwin Road, Ealing","£525,000",Apartment,2.0,1.0,Ask agent
"The Boulevard, Balham","£525,000",Flat,2.0,1.0,Ask agent
"Cotswold Gardens, Cricklewood","£525,000",Flat,4.0,3.0,Ask agent
"Heathfield Terrace, London","£525,000",Flat,1.0,1.0,Ask agent
"Lawrence Road, London, N15","£525,000",Apartment,3.0,2.0,"1,098 sq ft"
"St. John's Hill, London, SW11","£525,000",Apartment,1.0,1.0,545 sq ft
"North Woolwich Road,
Royal Docks,
London,
E16 2EE","£525,000",Apartment,2.0,1.0,710 sq ft
"Floyd Road, Charlton, SE7","£525,000",Terraced,3.0,2.0,Ask agent
"Cowan House, London, SE10 8GS","£525,000",Flat,2.0,1.0,788 sq ft
"Ealing Road, Brentford","£525,000",Flat,2.0,2.0,Ask agent
"Tremaine Close, London, SE4","£525,000",Terraced,2.0,1.0,Ask agent
"Sutherland Avenue, Maida Vale, London, W9","£525,000",Apartment,1.0,1.0,401 sq ft
"Frithville Gardens, Shepherd's Bush, London, W12","£525,000",Flat,2.0,1.0,619 sq ft
"Randolph Court, 
25-27 Belgrave Gardens, NW8","£525,000",Flat,1.0,1.0,493 sq ft
"Comeragh Road, London, Greater London, W14","£525,000",Apartment,2.0,1.0,510 sq ft
51 The mall Ealing,"£525,000",Flat,1.0,1.0,Ask agent
Studio Flat | Marble Arch | High specification | Prime Property,"£525,000",Studio,,1.0,Ask agent
"Chiswick, W4","£525,000",Flat,2.0,1.0,764 sq ft
"Station Road, Lewisham","£525,000",Flat,2.0,2.0,Ask agent
"Avonmore Road, West Kensington","£525,000",Flat,2.0,1.0,Ask agent
"Kilburn Lane, Queen's Park, London, W10","£525,000",Flat,2.0,2.0,603 sq ft
"10 Mapesbury Road, London, NW2","£525,000",Flat,2.0,2.0,Ask agent
"Alderwick Drive, Hounslow","£525,000",House,3.0,1.0,Ask agent
"Sterndale Road, London, W14","£525,000",Apartment,1.0,1.0,Ask agent
"Woodcroft Close, Eltham, London, SE9","£525,000",Semi-Detached,2.0,2.0,Ask agent
"Wulfstan Street, Shepherds Bush","£525,000",Terraced,3.0,1.0,Ask agent
"Hawthorne Crescent, London","£525,000",Apartment,2.0,2.0,Ask agent
