Address,Price,Property Type,Bedrooms,Bathrooms,Size
"Woodlands Road, Walthamstow","£420,000",Maisonette,1,1,447 sq ft
"Green Lanes, London, N21","£420,000",Maisonette,2,1,584 sq ft
"Marlborough Lodge, Cleveland Grove","£419,995",Flat,2,1,Ask agent
"York Road, London","£419,950",Flat,2,1,Ask agent
"Offley Road, Oval","£419,950",Flat,2,1,Ask agent
"Cedars Close, Belmont Hill, Blackheath, London, SE13","£419,950",Flat,2,2,637 sq ft
"Cumberland Park, Acton","£419,950",Flat,3,1,Ask agent
"Oaksford Avenue, Sydenham, SE26","£419,950",Maisonette,3,1,Ask agent
"Cedars Close, Belmont Hill, London","£419,950",Apartment,2,2,Ask agent
"Felixstowe Road, Kensal Green, Lonon","£419,950",Flat,1,1,550 sq ft
"Cheriton Close, Ealing","£419,950",Apartment,2,1,Ask agent
"Hendon Way, Golders Green","£419,950",Flat,2,1,Ask agent
"Ambrosden Avenue, Victoria, London, SW1P","£419,000",Studio,N/A,1,331 sq ft
"Mary Neuner Road, London, N8","£419,000",Apartment,1,1,Ask agent
"Ambrosden Avenue, 
Westminster, SW1P","£419,000",Flat,N/A,1,Ask agent
"Falmer Road, Walthamstow","£419,000",Terraced,3,1,Ask agent
"Spencer Road, London, E17","£418,000",Flat,1,1,358 sq ft
"Unit 1425 Bookbinder Point, Acton, W3","£417,500",Apartment,1,1,580 sq ft
"The Ellipse, Royal Eden Docks, Royal Docks, E16","£415,500",Studio,N/A,1,550 sq ft
"Kenneth Way, London","£415,000",Apartment,1,1,Ask agent
"Clarendon, N8","£415,000",Apartment,1,1,Ask agent
"Frobisher House, Ealing, London, W5","£415,000",Flat,2,1,616 sq ft
"Enterprise Way, London","£415,000",Apartment,1,1,Ask agent
"Ellison Road, London, SW16","£415,000",Apartment,2,1,Ask agent
"Hastings Road, Ealing, London","£415,000",Apartment,1,1,547 sq ft
"Caledonian Road, London, N7","£415,000",Flat,1,1,Ask agent
"Dension House, Lanterns Way, Canary Wharf, E14","£415,000",Apartment,1,1,Ask agent
"High Street, Teddington, TW11","£415,000",Flat,1,1,651 sq ft
"Mackensie Court, Winchmore Hill, N21","£415,000",Flat,2,2,Ask agent
"Dunstan Houses, Stepney Green, London E1","£415,000",Flat,1,1,491 sq ft
Marsh Wall London E14,"£415,000",Flat,N/A,1,Ask agent
"The Grove, London, W5","£415,000",Apartment,1,1,Ask agent
"Croydon Road, Penge, SE20","£415,000",Flat,2,1,830 sq ft
"Pendant Court, Royal Wharf, London, E16","£415,000",Apartment,1,1,Ask agent
"Royal Engineers Way, Millbrook Park, NW7 1RY","£415,000",Apartment,1,1,556 sq ft
"St. John's Crescent, London, SW9","£415,000",Flat,1,1,Ask agent
"Penywern Road, London, SW5","£415,000",Apartment,1,1,581 sq ft
"Commercial Road, London, E14","£415,000",Apartment,1,1,615 sq ft
"The High, Streatham Hill","£415,000",Flat,2,1,Ask agent
"Petherton Road, London, N5","£415,000",Flat,1,1,Ask agent
"St. Johns Park, London","£415,000",Apartment,2,1,Ask agent
"Grant House, Albion Avenue, Clapham, London, SW8","£415,000",Flat,3,1,607 sq ft
"Royal Engineers Way, Millbrook Park, Mill Hill East","£415,000",Apartment,1,1,567 sq ft
"Garratt Lane, Earlsfield","£415,000",Flat,1,1,Ask agent
"Barnfield Place, Isle Of Dogs, London, E14","£415,000",Flat,2,1,566 sq ft
"South Ealing Road, London","£415,000",Maisonette,2,1,667 sq ft
"Wetherell Road, E9","£415,000",Flat,1,1,Ask agent
"Knox House, Horne Way, Putney, SW15","£415,000",Apartment,2,1,621 sq ft
"Biscayne Avenue, E14","£415,000",Flat,2,1,886 sq ft
"Kipling Drive, South Wimbledon, London, SW19","£415,000",Flat,2,1,597 sq ft
"Southwark Park Road, London","£415,000",Apartment,2,1,Ask agent
"Page Court, Page Street, Mill Hill, London, NW7","£415,000",Maisonette,2,1,Ask agent
"West Parkside, London, SE10","£415,000",Flat,2,1,779 sq ft
"Wanless Road, London, SE24","£415,000",Flat,1,1,535 sq ft
"Thistlewaite Road, Lower Clapton, London, E5","£415,000",Flat,1,1,515 sq ft
"Fanshaw Street, London, N1","£415,000",Apartment,1,1,Ask agent
"Aerodrome Road, Beaufort Park, Colindale, NW9","£415,000",Apartment,2,1,699 sq ft
"Corfton Road, Ealing","£415,000",Flat,2,1,Ask agent
"Kingdon House, Galbraith Street, E14","£415,000",Maisonette,2,1,Ask agent
"Grahame Park Way, London","£415,000",Flat,2,2,Ask agent
"Oceanis Apartments, Royal Wharf, E16","£415,000",Apartment,2,1,Ask agent
"Sandover House, Spa Road, SE16","£415,000",Flat,1,1,488 sq ft
"Phoenix Heights West, 142 Byng Street, Isle Of Dogs, London, E14","£415,000",Apartment,1,1,643 sq ft
"Holly Court, 
West Parkside, SE10","£415,000",Flat,2,1,764 sq ft
"Fanshaw Street, London, N1","£415,000",Apartment,1,1,466 sq ft
"Townshend Terrace, Richmond","£415,000",Flat,2,1,Ask agent
"Gladeside, London","£415,000",Maisonette,2,1,650 sq ft
"Laburnum Road, Wimbledon","£415,000",Flat,1,1,Ask agent
"Humberstone Road, London, E13","£415,000",Terraced,2,1,Ask agent
"Shipbuilding Way, Plaistow, E13","£415,000",Flat,2,2,893 sq ft
"Clifford Avenue, LONDON","£415,000",Flat,2,1,Ask agent
"Naomi Street, London, SE8","£415,000",Apartment,1,1,Ask agent
"Mount Pleasant Road, London, N17","£415,000",Apartment,2,1,Ask agent
"Sandycombe Road, Richmond, TW9","£415,000",Flat,1,1,636 sq ft
"The Verdean, Joseph Avenue, Acton, London, W3 6NL","£415,000",Flat,N/A,N/A,439 sq ft
"Mayeswood Road, London, SE12","£415,000",Terraced,3,1,Ask agent
"Sailors House, 16 Deauville Close, London, E14 0JT","£415,000",Flat,1,1,Ask agent
"The Grange, East Finchley, London, N2","£415,000",Flat,4,1,827 sq ft
"Mortimer Crescent, London, NW6","£415,000",Flat,2,1,Ask agent
"Hotspur Street, London","£415,000",Apartment,3,1,Ask agent
"Corfton Road, Ealing","£415,000",Flat,2,1,Ask agent
"John Harrison Way, London, SE10","£415,000",Flat,1,N/A,Ask agent
"Alaska Building, Onese8 Development , Deals Gateway, Lewisham, SE13","£415,000",Apartment,2,2,Ask agent
"Woodhill, Woolwich, SE18","£415,000",Terraced,2,1,Ask agent
"Orsett Terrace, Hyde Park","£415,000",Flat,1,1,Ask agent
"Matilda House, St. Katharines Way, E1W","£415,000",Flat,1,1,Ask agent
"Fletcher Street, London","£415,000",Studio,N/A,N/A,Ask agent
"Fiador Apartments, 21 Telegraph Avenue, London, SE10","£415,000",Apartment,1,1,Ask agent
"Robin Hood Way, London, SW15","£415,000",Flat,3,1,863 sq ft
"St John's Hill, St John's Hill, London, SW11","£415,000",Flat,1,1,543 sq ft
"Kew Road, Richmond, TW9","£415,000",Apartment,1,N/A,Ask agent
"Dunbridge Street, London, E2","£415,000",Apartment,1,1,522 sq ft
"Bayes Close, London","£415,000",Flat,2,1,Ask agent
"Whitton Dene, Whitton, Hounslow, TW3","£415,000",Semi-Detached,1,1,Ask agent
"Brockley View, Forest Hill","£415,000",Maisonette,2,1,Ask agent
"Lidcote House, 35 Robsart Street, London, SW9","£415,000",Apartment,1,1,Ask agent
"Parkside Avenue, Greenwich, London, SE10","£415,000",Flat,1,1,543 sq ft
"Eythorne Road, Oval","£415,000",Penthouse,1,1,Ask agent
"Adenmore Road, Catford","£415,000",Flat,2,1,Ask agent
"The Sphere, Canning Town E16","£415,000",Apartment,2,2,686 sq ft
"Streatham High Road, Streatham, SW16","£415,000",Flat,2,1,Ask agent
"Galaxy Building, Crews Street, London, E14","£415,000",Apartment,1,1,Ask agent
"Albert Road, Mottingham, London, SE9","£415,000",Penthouse,2,2,925 sq ft
"Holland Road, Kensal Heights NW10","£415,000",Ground Flat,2,1,Ask agent
"Scott Ellis Gardens, St John's Wood, London, NW8","£415,000",Apartment,1,1,414 sq ft
"James Street, Hounslow","£415,000",N/A,2,N/A,786 sq ft
"Upper Tollington Park, Stroud Green, N4","£415,000",Flat,1,1,453 sq ft
"John Cabot House, Royal Wharf, E16","£415,000",Apartment,1,1,Ask agent
"Osier Crescent, London","£415,000",Apartment,2,2,Ask agent
"Orchid Apartments, 57 Crowder Street, London, E1","£415,000",Apartment,1,1,Ask agent
"Coppetts Road, London, N10","£415,000",Flat,2,2,710 sq ft
"Knights Hill, West Norwood, London, SE27","£415,000",Apartment,2,2,Ask agent
"Patterson Tower, Kidbrooke Village, Kidbrooke, SE3","£415,000",Apartment,1,1,567 sq ft
"Hare Marsh, London, E2","£415,000",Apartment,1,1,429 sq ft
"Streatham High Road,, Streatham Hill, London, SW16","£415,000",Flat,2,1,784 sq ft
"Shroffold Road, Bromley","£415,000",House,2,N/A,Ask agent
"Bournemouth Road, London, SE15","£415,000",Flat,2,2,Ask agent
London E16,"£415,000",Flat,1,1,Ask agent
"Narrow Street, Limehouse, London, E14","£415,000",Flat,1,1,693 sq ft
"Bowspirit Apartments,  London, SE8","£415,000",Flat,1,1,Ask agent
"Evelyn Road, Silvertown, London, E16","£415,000",Flat,2,1,812 sq ft
"Hogarth Place, Earls Court","£415,000",Flat,1,1,384 sq ft
"Wheler House, Quaker Street, London, E1","£415,000",Flat,2,1,529 sq ft
"Tudway Road, London","£415,000",Apartment,2,2,762 sq ft
"Red Barracks Road, London, SE18","£415,000",Terraced,3,N/A,Ask agent
"21 Taymount Rise, London, SE23","£415,000",Ground Flat,2,1,Ask agent
"Page Street, Mill Hill, London","£415,000",Maisonette,2,1,Ask agent
"New Warren Lane, London","£415,000",Apartment,1,1,Ask agent
"Pancras Way, Bow, London","£415,000",Apartment,2,2,707 sq ft
"Somerston House, 
24 St. Pancras Way, NW1","£415,000",Flat,1,1,Ask agent
"Comus House, Congreve Street, Elephant and Castle SE17","£415,000",Flat,3,N/A,Ask agent
"Athelstan Place, Twickenham","£415,000",Flat,1,1,Ask agent
"Clipper Street, London, E16","£415,000",Flat,1,N/A,575 sq ft
"Holmesdale Road, SE25, Selhurst, London, SE25","£415,000",House,2,1,828 sq ft
"Western Avenue, W5","£415,000",Flat,2,1,Ask agent
"Isambard Court, Brentford Lock West, Brentford","£415,000",Apartment,1,1,626 sq ft
"Colindale Gardens, Colindale Avenue,
London,
NW9 5HU","£415,000",Apartment,1,1,591 sq ft
"Telcon Way, East Greenwich, London, SE10","£415,000",Flat,1,1,556 sq ft
"Sutherland Road, London","£410,000",Apartment,2,1,754 sq ft
"Dunedin Road, Leyton","£415,000",Ground Flat,2,2,Ask agent
"Graham Road, Chiswick","£415,000",Flat,1,1,Ask agent
"Castle Hill Parade, The Avenue, London","£415,000",Flat,2,1,517 sq ft
"Roberts Road, London, E17","£415,000",Flat,2,1,Ask agent
"Ferry Lane, Brentford, Middlesex","£415,000",Apartment,2,2,642 sq ft
"Fanshaw Street, London, N1","£415,000",Apartment,1,N/A,Ask agent
"Wellington Road, Bush Hill Park, Enfield","£415,000",Flat,2,2,Ask agent
"Sandycombe Road, Kew, Surrey, TW9","£415,000",Apartment,1,1,597 sq ft
"Gloucester Terrace, Bayswater, W2","£415,000",Apartment,1,1,507 sq ft
"5 Yelverton Road, Battersea, SW11","£415,000",Flat,3,1,Ask agent
"Commander Avenue, London","£415,000",Apartment,2,1,Ask agent
"Ionian Building, Narrow Street, Limehouse, E14","£415,000",Apartment,1,1,693 sq ft
"Tradewinds Court, Quay 430, Wapping, E1W","£415,000",Flat,1,1,Ask agent
"Walpole Road, Walthamstow","£413,000",Terraced,2,1,Ask agent
"Gloucester Road, Walthamstow","£413,000",Terraced,2,1,Ask agent
"C6.01.07, Royal Eden Docks, E16 1YX","£413,000",Flat,N/A,1,459 sq ft
"Queens Cross, Royal Docks, E16","£413,000",Studio,N/A,1,458 sq ft
"Great Eastern Road, London","£412,500",Apartment,2,2,Ask agent
"Harlesden Road, Willesden, London","£412,500",Flat,2,1,630 sq ft
"Heathside, SE10 8FP","£412,500",Apartment,1,1,520 sq ft
"Colindale Gardens, Colindale Avenue,
London,
NW9 5HU","£412,500",Apartment,1,N/A,567 sq ft
"No.1 Wood Street, Wood Street, London, E17","£412,500",Apartment,1,N/A,581 sq ft
"118 Oliver Road,
London,
E10 5UJ","£412,000",Apartment,1,N/A,Ask developer
"Great West Road, Brentford","£410,000",Apartment,1,1,Ask agent
"Mercier Court, 3 Starboard Way, Royal Wharf, E16","£410,000",Apartment,1,1,592 sq ft
"Alexandra Grove, London","£410,000",Flat,2,2,Ask agent
"Page Green, Seven Sisters, N15","£410,000",Apartment,2,1,672 sq ft
"Chiswick Village, Chiswick","£410,000",Flat,2,1,Ask agent
"14 Bowen Drive, Charlton, London, SE7","£410,000",Apartment,1,1,Ask agent
"Cerulean Quarter, Manor Road, London, E16","£410,000",Apartment,1,1,556 sq ft
"Sloane Avenue Mansions, 
Sloane Avenue, SW3","£410,000",Flat,N/A,1,272 sq ft
"Skyline Apartments, Makers Yard, London","£410,000",Apartment,1,1,Ask agent
"Meade House, London City Island, E14","£410,000",Apartment,1,1,565 sq ft
"Page Green, Seven Sisters, N15","£410,000",Apartment,2,1,Ask agent
"Beaufort Square, Colindale, NW9","£410,000",Apartment,1,1,472 sq ft
"Six Acres Estate, London, N4","£410,000",Flat,3,1,Ask agent
"Devonshire Road, Chiswick, London","£410,000",Apartment,1,1,408 sq ft
"Knox Court, Studley Road, Stockwell, London, SW4","£410,000",Flat,2,N/A,689 sq ft
"Oxford Gardens, North Kensington, London, W10","£410,000",Flat,1,1,467 sq ft
"Russell Flint House, London","£410,000",Apartment,2,1,Ask agent
"Jasmine House, Battersea Reach","£410,000",Apartment,1,1,454 sq ft
"Burrage Place, London, SE18","£410,000",Detached,2,N/A,Ask agent
"Wards Wharf Approach, Docklands, London, E16","£410,000",Flat,2,2,773 sq ft
"Grantham House, London City Island","£410,000",Apartment,1,1,576 sq ft
"Thonrey Close, Colindale, London, NW9","£410,000",Flat,1,1,513 sq ft
"Chapel Yard, London, SW18","£410,000",Flat,1,1,Ask agent
"Sloane Avenue, Chelsea, London, SW3","£410,000",Studio,N/A,1,269 sq ft
"Oxford Gardens, London, W10","£410,000",Flat,1,1,Ask agent
"Upper East, London, E3","£410,000",Apartment,1,1,541 sq ft
"Balham Hill, Clapham South, London, SW12","£410,000",Flat,2,1,430 sq ft
"Albert Embankment, London, SE1","£410,000",Apartment,1,1,398 sq ft
"Slippers Place, London, SE16","£410,000",Duplex,3,N/A,Ask agent
"Harberson Road, London, SW12","£410,000",Flat,1,1,397 sq ft
"Cumberland Place, Catford, SE6","£410,000",End of Terrace,3,1,Ask agent
"Magnolia Place, Clapham, SW4","£410,000",Flat,1,1,Ask agent
"Albert Mews, London, London The Metropolis[8]","£410,000",Terraced,2,1,Ask agent
"City Tower, Limeharbour, London E14","£410,000",Flat,1,1,730 sq ft
"St. Benedicts Close, Tooting","£410,000",Flat,2,1,Ask agent
"Dowland Street, Queen's Park, London, W10","£410,000",Flat,2,1,819 sq ft
"Bardolph Road, Richmond, TW9","£410,000",Apartment,1,1,Ask agent
"Blake Court, Winchmore Hill, London, N21","£410,000",Retirement Property,2,N/A,733 sq ft
"Sheldon Road, London, N18","£410,000",House,2,1,Ask agent
"River Avenue, N13","£410,000",Flat,1,1,Ask agent
"Gough Walk, Poplar, London, E14","£410,000",Maisonette,3,1,786 sq ft
"Sloane Avenue, Chelsea, London, SW3","£410,000",Studio,N/A,1,267 sq ft
"Dowland Street, London, W10 4LP","£410,000",Flat,2,1,Ask agent
"Icon Tower, 8 Portal Way, London, W3","£410,000",Apartment,1,1,599 sq ft
"New Village Avenue, London, E14","£410,000",Flat,1,1,556 sq ft
"Merton Road, Wimbledon, SW19","£410,000",Apartment,2,2,Ask agent
"Deacon Road, Willesden","£410,000",Maisonette,2,1,Ask agent
"John Archer Way, London, SW18","£410,000",Flat,1,1,Ask agent
"Harberson Road, SW12","£410,000",Apartment,1,1,403 sq ft
"Pennine Drive, Cricklewood, London, NW2","£410,000",Flat,3,1,879 sq ft
"Amberley Road, Maida Vale, W9","£410,000",Flat,1,1,Ask agent
"Pulleyns Avenue, East Ham, E6","£410,000",House,2,1,Ask agent
"George Beard Road, Longshore, SE8","£410,000",Flat,2,1,Ask agent
"Lidcote House, 35 Robsart Street, London, SW9","£410,000",Apartment,1,1,Ask agent
"Bardolph Road, Richmond, TW9","£410,000",Apartment,1,1,Ask agent
"Trentham Court, Acton, W3 6BT","£410,000",Flat,2,1,420 sq ft
"Grace Close, London, SE9","£410,000",Semi-Detached,3,1,Ask agent
"Maysoule Road, Battersea, SW11","£410,000",Flat,3,1,Ask agent
"Stephenson House, 158, High Road, N15","£410,000",Flat,2,2,Ask agent
"Middleham Road, Edmonton, N18","£410,000",Terraced,2,1,Ask agent
"Holden Road N12, Woodside Park, London, N12","£410,000",Flat,1,1,437 sq ft
"Modena House, London City Island, 19 Lyell Street","£410,000",Apartment,1,1,555 sq ft
"Dartmouth Road, Forest hill, London, SE23","£410,000",Maisonette,2,1,Ask agent
"Richmond Road, East Twickenham","£410,000",Apartment,1,1,563 sq ft
"Kidbrooke Village Sales & Marketing Suite, 
5 Pegler Square,
London, 
SE3 9FW","£410,000",Apartment,1,1,558 sq ft
"Spectrum Way, London, SW18","£410,000",Apartment,1,1,499 sq ft
"Prime Point, Greenwich, SE10","£410,000",Apartment,1,1,424 sq ft
"Streatham High Road, Streatham","£410,000",Flat,1,1,Ask agent
"Hero, Kingston Road, Wimbledon Chase, SW20 8BU","£410,000",Flat,1,1,Ask agent
"The Icon, N22, Harringay, N22","£410,000",Flat,1,1,539 sq ft
"Drayton Green Road, West Ealing, London, W13","£410,000",Flat,2,2,Ask agent
"St. Johns Park, Blackheath","£410,000",Flat,1,1,Ask agent
"Dartmouth Road London, NW2","£410,000",Flat,2,1,Ask agent
"Grosvenor Road, London, N9","£410,000",House,2,1,Ask agent
"Petherton Road, London, N5","£410,000",Apartment,1,1,388 sq ft
"Buxton Drive, Snaresbrook","£410,000",Flat,2,1,721 sq ft
"Lidcote House, 35 Robsart Street, London, SW9","£410,000",Apartment,1,1,Ask agent
"Gresham Road, Willesden","£410,000",House,2,1,Ask agent
"Holland Road, Shepherds Bush","£410,000",Studio,N/A,1,Ask agent
"Park North, 
60 Stamford Road, N15","£410,000",Flat,1,1,517 sq ft
"New Road, London, TW3","£410,000",Terraced,2,1,Ask agent
Cerulean Quarter E16,"£410,000",Apartment,1,1,556 sq ft
"Ashmore Road, Queen's Park, London, W9","£410,000",Flat,1,1,553 sq ft
"Greyhound Parade, London, SW17","£410,000",Apartment,1,1,Ask agent
"Old Park Ridings, London, N21","£410,000",Apartment,2,1,805 sq ft
"Newsholme Drive, London","£410,000",Retirement Property,2,1,Ask agent
"Ashmore Road, London","£410,000",Flat,1,1,Ask agent
"Linden Mews, Mildmay, London, N1","£410,000",Flat,1,1,448 sq ft
"Western Court, Rosebank Way, W3","£410,000",Apartment,3,1,614 sq ft
"Trinity Road, Tooting Bec Wandsworth, SW17","£410,000",Flat,1,1,Ask agent
"Tennyson Road, London, W7","£410,000",Maisonette,2,1,Ask agent
"Minerva Court, 47 Holden Road, Woodside Park, N12","£410,000",Flat,1,1,Ask agent
"Warland Road, London","£409,995",Semi-Detached,3,1,Ask agent
"Waldegrave Road, Teddington","£409,950",Flat,2,1,Ask agent
"Monmouth Close, Central Chiswick, W4","£409,950",Apartment,1,1,468 sq ft
"Saffron House, 7 Woodman Mews, Richmond","£409,950",Apartment,1,1,617 sq ft
"Belsize Grove, Belsize Park","£409,950",Flat,1,1,Ask agent
"Fairlea Place, Ealing","£409,950",Flat,2,1,Ask agent
"Kersfield Road, London, SW15","£409,950",Apartment,2,1,785 sq ft
"Mornington Crescent, London, NW1","£409,950",Flat,1,1,Ask agent
"Gilling Court, Belsize Grove, London, NW3 4UY","£409,000",Apartment,1,N/A,Ask agent
"Orchard Place, Agar House, E14","£408,000",Apartment,1,1,549 sq ft
"Wood Lane,
White City,
London,
W12 7RQ","£406,875",Flat,N/A,N/A,Ask developer
"Beaufort Square, Beaufort, Colindale, NW9","£405,000",Apartment,1,1,532 sq ft
"Chadwin Road, London, E13","£405,000",Semi-Detached,4,1,Ask agent
"Breton House, Barbican","£405,000",Apartment,N/A,1,Ask agent
"Cabul Road, London, SW11","£405,000",Flat,1,1,Ask agent
"Hallsville Road, London, E16","£405,000",Flat,2,2,Ask agent
"Hoola, 1 Tidal Basin Road, London, E16","£405,000",Apartment,1,1,Ask agent
"Hadfield House, Ellen street, Aldgate, London, E1 1PB","£405,000",Flat,2,1,Ask agent
"Forest Road,
Walthamstow,
E17 4JF","£405,000",Apartment,1,1,538 sq ft
"Frankum Mews, Wood Green, London, N22","£405,000",Apartment,1,1,548 sq ft
"Streatham High Road, London, SW16","£405,000",Parking,3,1,774 sq ft
"Pegler Square, Birch House, London","£405,000",Flat,1,1,558 sq ft
"Chadwin Road, Plaistow, London, E13","£405,000",Detached,4,1,758 sq ft
"Kew Bridge Road, Brentford, TW8","£405,000",Apartment,1,1,484 sq ft
"Barking Road, London, E16","£405,000",Flat,2,2,687 sq ft
"Hobday Street, London, E14","£405,000",Apartment,1,1,Ask agent
"The Wellspring, Royal Eden Docks, E16","£405,000",Apartment,N/A,1,Ask agent
"GoodLuck Hope, Canary Wharf, London, E14","£405,000",Studio,N/A,1,488 sq ft
"Elmshurst Crescent, East Finchley, N2","£405,000",Ground Flat,2,1,Ask agent
"Upper Tooting Road, Tooting Bec, London, SW17","£405,000",Flat,2,2,574 sq ft
"Chatfield Riverside, 
56 Chatfield Road, SW11","£405,000",Flat,1,1,344 sq ft
"211-217 Lower Richmond Road, Richmond, TW9","£405,000",Apartment,1,1,Ask agent
"Frankum Mews, Wood Green, London, N22","£405,000",Apartment,1,1,548 sq ft
"Sales Gallery,
Orchard Place,
London,
E14 0JZ","£405,000",Studio,N/A,1,448 sq ft
"Blackheath House, Harlesden Road NW10","£405,000",Flat,2,1,Ask agent
"Capworth Street, London, E10 5GY","£405,000",Flat,2,1,Ask agent
"London Road, Brentford","£404,950",Flat,2,1,Ask agent
"118 Oliver Road,
London,
E10 5UJ","£403,000",Apartment,1,N/A,Ask developer
"Meadowlark House
Moorhen Drive off Perryfield Way
London
NW9 7DL","£403,000",Apartment,1,N/A,Ask developer
"SO Resi Whetstone,
Oakleigh Road, Whetstone, 
N20 9FE","£402,500",Flat,1,N/A,549 sq ft
"Aerodrome Road, London, NW9","£402,000",Flat,1,1,Ask agent
"Angell Road, London, SW9","£425,000",Apartment,2,1,Ask agent
"Cromwell Road, Kensington, London, SW5","£425,000",Studio,N/A,1,370 sq ft
"Wastdale Road, Forest Hill","£425,000",Flat,2,1,Ask agent
"Alveston Square, South Woodford","£425,000",Apartment,2,2,829 sq ft
"King Street, Hammersmith, W6","£425,000",Flat,1,1,378 sq ft
"Villa Road, SW9","£425,000",Flat,1,1,442 sq ft
"Woodmill Road, Hackney","£425,000",Flat,2,1,564 sq ft
"Longley Road, Tooting, London, SW17","£425,000",Flat,2,1,775 sq ft
"Westbury Avenue, London, N22","£425,000",Flat,2,1,Ask agent
"Streatham High Road, Streatham","£425,000",Flat,2,2,Ask agent
"Nine Elms Lane, London, SW8","£425,000",Flat,1,1,751 sq ft
"Brudenell Road, London, SW17","£425,000",Apartment,1,1,Ask agent
"Exeter Road, Walthamstow, London, E17","£425,000",Flat,1,1,Ask agent
"Sutton Street, Shadwell, London, E1","£425,000",Maisonette,3,1,827 sq ft
"Bromyard House, East Acton, London, W3","£425,000",Flat,2,1,525 sq ft
"119 Tarling Road, London, E16","£425,000",Flat,2,1,Ask agent
"Pages Lane, London","£425,000",Flat,2,1,Ask agent
"Worsopp Drive, London","£425,000",Apartment,3,1,Ask agent
"Purbeck Gardens, Sydenham","£425,000",Flat,2,2,Ask agent
"Longhill Road, London, SE6","£425,000",Terraced,3,1,Ask agent
"Tollington House, 598-602 Holloway Road, London, Middlesex, N19 3PG","£425,000",Flat,2,1,Ask agent
"Vincent Gardens, London, NW2","£425,000",Maisonette,2,1,Ask agent
High Street London N8,"£425,000",Apartment,1,1,Ask agent
"Shroton Street, Lisson Grove, London, NW1","£425,000",Studio,N/A,1,415 sq ft
"Fernshaw Mansions, Fernshaw Road, Chelsea, SW10","£425,000",Studio,N/A,1,324 sq ft
"Grinstead Road,
Deptford,
SE8 5FE","£425,000",Apartment,1,1,565 sq ft
"Kings Avenue, Clapham","£425,000",Flat,1,1,Ask agent
"Shakspeare Walk, Stoke Newington, London, N16","£425,000",Flat,1,1,450 sq ft
"Cemetery Road, Forest Gate","£425,000",Flat,3,1,"1,000 sq ft"
"Wandsworth Bridge Road, London","£425,000",Apartment,1,1,555 sq ft
"Hannah Court, Sunningdale Gardens, LONDON, NW9","£425,000",Apartment,2,2,Ask agent
"Bunning Way, Islington, London, N1","£425,000",Ground Flat,2,1,512 sq ft
"London Road, London, SW17","£425,000",Apartment,2,1,Ask agent
"Atkins Square, Dalston Lane, London, E8","£425,000",Apartment,1,1,501 sq ft
"Central Street, Clerkenwell, London, EC1V","£425,000",Flat,1,1,481 sq ft
"Bravington Road, London, W9","£425,000",Flat,1,1,494 sq ft
"Blackwall Way, Canary Wharf, E14","£425,000",Flat,2,2,Ask agent
"Grahame Park Way, London","£425,000",Flat,2,1,764 sq ft
"Seward Road, London","£425,000",Maisonette,2,1,Ask agent
"Acacia Avenue, London, N17","£425,000",Apartment,2,2,Ask agent
"Kendal Place, Putney, London","£425,000",Flat,1,1,608 sq ft
"13 Printers Road, London, SW9","£425,000",Apartment,1,1,Ask agent
"Melrose Avenue, London, NW2","£425,000",Apartment,2,1,514 sq ft
"Park View, Kilburn High Road, London NW6","£425,000",Apartment,1,1,441 sq ft
"Hardwicks Square, LONDON, SW18","£425,000",Flat,1,1,550 sq ft
"Rosebank Close, Teddington","£425,000",Apartment,2,1,538 sq ft
"Grange Road, SE19, Crystal Palace, London, SE19","£425,000",Maisonette,2,1,697 sq ft
"Comeragh Road, Barons Court, London, W14","£425,000",Flat,1,1,448 sq ft
"Parnell Road, Bow","£425,000",Flat,1,1,520 sq ft
"Buckhold Road, Wandsworth","£425,000",Flat,1,1,Ask agent
"Ship Yard, Isle Of Dogs, London, E14","£425,000",Flat,2,1,607 sq ft
"Tooting High Street, Tooting","£425,000",Flat,2,2,Ask agent
"Stepney Green, Stepney Greeen","£425,000",Flat,1,1,Ask agent
"Loampit Vale, Ladywell","£425,000",Flat,2,1,Ask agent
"Gerry Raffles Square, Stratford, London, E15","£425,000",Flat,2,2,740 sq ft
"Boss House, Boss Street, London, SE1","£425,000",Apartment,1,1,505 sq ft
"Blackheath Road, Greenwich, London, SE10","£425,000",Apartment,2,1,829 sq ft
"Cotman Close, London","£425,000",Flat,2,1,Ask agent
"Balham High Road, Balham, London, SW12","£425,000",Flat,1,1,371 sq ft
"High Street, Penge","£425,000",Flat,2,1,Ask agent
"Kings Chase View, The Ridgeway, EN2","£425,000",Flat,2,2,Ask agent
"Rosebank, Anerley, London","£425,000",Flat,2,1,Ask agent
"Harrow Road, Kensal Green, London, NW10","£425,000",Flat,1,1,575 sq ft
"Glebelands Close, London","£425,000",House,2,2,754 sq ft
"Finchley Road, Temple Fortune, NW11","£425,000",Flat,2,1,666 sq ft
"East Dulwich Road, London, SE22","£425,000",Apartment,1,1,Ask agent
"Henfield Road, Wimbledon, London, SW19","£425,000",Apartment,1,1,Ask agent
"Boundaries Road, SW12","£425,000",Block of Apartments,1,1,427 sq ft
"Willow House, 
8 River Barge Close, E14","£425,000",Flat,1,1,570 sq ft
"Acacia Road, Wood Green, London, N22","£425,000",Maisonette,3,2,909 sq ft
"Drayton Park, London, N5","£425,000",Apartment,1,1,Ask agent
